p,d,q,mae,mse,rmse
6,3,8,2328.1760929860425,7858933.935425747,2803.3790210076386
6,4,1,201452.07673900182,73976979636.7172,271987.0946142798
6,3,9,4935.732175376795,38973844.87518437,6242.903561259326
6,4,2,215758.5708516782,85009438657.39125,291563.7814568045
6,4,4,812214.1959341126,1494484265206.2786,1222491.0082312583
6,4,3,438293.62566531793,381688091023.0421,617809.105649182
6,4,5,2413367.6382250497,13262391221365.186,3641756.6120438618
6,4,6,1820526.676178316,7504260356390.759,2739390.5081953467
6,4,8,804488.6819223695,1472877161388.6367,1213621.5066439111
6,5,1,9939049.344437106,233631284740613.56,15285001.954223413
6,4,7,398321.174842447,360368607751.3843,600307.0945369414
6,4,9,919438.7310460957,1922251584678.7634,1386452.878636257
6,5,2,17735127.861252524,737358696312214.4,27154349.491604734
6,5,3,16834880.4820243,669842835360687.4,25881322.133165598
6,5,4,16021000.094903734,688242475555117.2,26234375.8369647
6,5,5,167912575.22542533,7.770120164273317e+16,278749352.7216398
6,5,7,46094501.830460854,5854429142045832.0,76514241.43285897
6,5,6,17034205.950744774,736625264619137.6,27140841.265869737
6,5,8,8121293.7604820505,175949692352636.22,13264602.985111775
6,6,1,13764239499.661776,5.2941687414458024e+20,23009060696.70338
6,6,2,14150489541.843985,5.592486745495197e+20,23648439156.729134
6,5,9,23693222.789615072,1513830961868907.2,38907980.69636752
6,6,3,11876775932.463518,3.950369179250504e+20,19875535663.85194
6,6,4,19165461625.337467,1.2026536652052006e+21,34679297357.43215
6,6,5,10003446803.4396,3.271919874300841e+20,18088449005.652313
6,6,6,5912020718.326335,1.1100540054114057e+20,10535910048.07561
6,6,8,4852101028.559135,7.505924316470942e+19,8663673768.368095
6,6,9,548341227.2447598,1.0030351935744724e+18,1001516446.9815123
6,6,7,61285515.02708858,1.0975554201968526e+16,104764279.22707494
6,7,1,2202667437761.5596,1.594205993594718e+25,3992750923354.3706
6,7,2,221924993805.60126,1.8005742693544777e+23,424331741607.25684
6,7,3,7377854302566.329,1.8554761283742815e+26,13621586281980.09
6,7,4,44157198842828.71,7.325873189078779e+27,85591314916168.8
6,7,5,808330776937.3792,2.442498917545111e+24,1562849614500.7397
6,7,6,1633283600246.4773,9.875854809475248e+24,3142587279531.8267
6,7,8,274381204227.30655,2.734682195923612e+23,522941889307.36957
6,7,7,1369748253746.1902,6.909679745651024e+24,2628626969665.1562
6,8,2,53848386036172.9,1.2177724028059362e+28,110352725512600.56
6,8,1,5.832850846671743e+24,4.419237853389924e+49,6.647734842327816e+24
6,8,3,5807384097139528.0,1.2853436978787885e+32,1.1337299933753136e+16
6,8,4,6137830183667436.0,1.605419535663915e+32,1.2670515126323456e+16
6,7,9,931646605649.7443,3.239041414149687e+24,1799733706454.843
6,8,6,195262775254545.75,1.6034569654660477e+29,400431887524713.44
6,8,5,69827826393172.055,1.9669749340293396e+28,140248883561664.75
6,9,1,2.04805705817984e+27,5.797397772981434e+54,2.407778597168235e+27
6,8,7,553674791393416.7,1.2984979532484737e+30,1139516543648434.2
6,8,8,433631646266697.56,7.980756320310218e+29,893350788901550.0
6,8,9,499490459047485.56,1.0575171658746133e+30,1028356536360134.9
6,9,3,1.4312964972574897e+18,9.734769457069858e+36,3.1200592073019796e+18
6,9,2,1.6017678813666266e+17,1.2175994660899215e+35,3.489411792967293e+17
6,9,4,850559114229223.2,3.3244535817425965e+30,1823308416517237.8
6,9,6,2459255639563989.5,2.8086910643798335e+31,5299708543287860.0
6,9,5,3.111256529725101e+16,4.514966602766527e+33,6.719350119443492e+16
7,1,1,5.218810592589925,42.13200077761461,6.4909167902242135
7,1,2,5.536816386930816,46.74226399789774,6.83683142968274
6,9,7,4.7168436388941464e+16,1.0529988970445928e+34,1.0261573451691474e+17
7,1,3,4.155699914561209,26.528459526894384,5.150578562345631
6,9,8,4.4840277895403744e+17,9.567331974012363e+35,9.781273932373207e+17
7,1,5,4.058060900677568,24.854890653627784,4.985467947307232
7,1,4,4.1547905829527965,26.523859524258587,5.150131990955046
7,1,6,4.118122491145047,25.92010518679933,5.0911791548519805
6,9,9,8.50883126487042e+17,3.441826659271998e+36,1.8552160680826365e+18
7,2,1,1229.515539546602,2012702.7776859624,1418.6975638542424
7,1,7,4.202016209014719,27.345638632518394,5.229305750529261
7,1,8,4.234930320747847,27.72972892815956,5.265902479932529
7,2,3,5.685423265561915,48.83195710872143,6.987986627686221
7,2,2,5.5029340829067275,46.247943556877026,6.800584059981689
7,1,9,4.756120868122838,36.183732369930944,6.015291544882172
7,2,4,5.415244539563399,44.85735413858785,6.6975632985876175
7,2,5,6.093097645360059,54.74963157994431,7.399299397912231
7,2,6,6.3161321499053305,58.009066166617544,7.616368305604551
7,2,7,8.28134535753548,89.87326882714292,9.480151308240968
7,2,8,7.034640439425466,68.9404435274937,8.303038210648781
7,3,1,1379.2301518945796,2604138.575476475,1613.7343571593422
7,2,9,7.496266768701448,77.07507534282104,8.77924115985095
7,3,2,1386.4766188441022,2630847.1502081547,1621.9886405915902
7,3,3,1819.8684563682625,4718302.006508705,2172.1652806609136
7,3,4,2663.7121281928053,10663284.760890583,3265.4685361966945
7,3,5,1899.9842684756168,4959751.8386349045,2227.050030563953
7,3,6,1809.0524174345276,4523137.7754422175,2126.7669772314543
7,3,7,2460.0105052169038,8885129.55136443,2980.793443257085
7,4,1,192759.9669872608,67665248429.79678,260125.44748600968
7,3,8,1957.3687969965188,5246114.298231899,2290.4397608825907
7,4,2,208153.14555194884,79442003910.02103,281854.5793667739
7,3,9,3272.851505031426,16242448.038801173,4030.1920597908447
7,4,3,255658.8571367778,119334833608.33382,345448.74237480416
7,4,4,2945442.20131416,19691304718452.816,4437488.5598109225
7,4,5,2572911.14304912,15047315184243.623,3879086.9008367965
7,4,6,1521573.560748882,5268457589969.145,2295312.0898843245
7,4,7,937467.9505150868,2003231910900.1538,1415355.7541834328
7,4,8,1426567.4838080143,4644687398406.509,2155153.6832454684
7,5,1,6793998.227995552,104404793554902.27,10217866.389560115
7,4,9,704456.1281287496,1128728306559.4995,1062416.258610296
7,5,2,2672745.285947509,18743805732427.633,4329411.707429501
7,5,4,427183038.7536855,5.045792230898542e+17,710337400.8806338
7,5,3,14092958.787390484,469605816168011.8,21670390.30954477
7,5,5,534535056.72777385,7.893651654896708e+17,888462247.6445867
7,5,6,150379688.6084645,6.248003894022977e+16,249960074.69239917
7,5,7,161174223.53537723,7.178333240856114e+16,267924116.88491413
7,5,8,102615711.31922927,2.9035757392189852e+16,170398818.63495958
7,6,1,5430526026.794223,8.235471263042393e+19,9074949731.564573
7,6,2,945576796.6422578,2.8883636906451195e+18,1699518664.4003413
7,5,9,105814455.18920234,3.0626181596200856e+16,175003375.95658222
7,6,3,9549591113.897362,2.7679212526626495e+20,16637070813.886229
7,6,4,35330109249.70695,4.101059079501903e+21,64039511861.83341
7,6,5,29452430778.649685,2.8182710057889793e+21,53087390271.0331
7,6,6,5778768937.902562,1.0770600654616225e+20,10378150439.5611
7,6,7,801084683.8188739,1.9390789257108024e+18,1392508142.0626605
7,7,1,1863323658529.2917,1.139090075100824e+25,3375040851753.9814
7,6,8,609923237.103819,1.1577186539018445e+18,1075973351.854889
7,6,9,778302194.3444663,1.8521784324439823e+18,1360947622.961289
7,7,2,352317116332.5904,4.651429660415623e+23,682013904580.81
7,7,3,859179445173.9113,2.770169928256829e+24,1664382746923.5642
7,7,5,14583714983433.475,7.989060658045024e+26,28264926424891.016
7,7,4,17331109464757.885,1.128362741108493e+27,33591111043079.434
7,7,6,2423179595302.1323,2.1739428624175757e+25,4662556018341.845
7,7,8,687331429018.3127,1.6866831325994948e+24,1298723655209.0266
7,7,9,203044532059.1557,1.4157253927028049e+23,376261264642.3765
7,7,7,139732186402.1024,6.735110605492602e+22,259520916411.23267
7,8,1,247217402134209.47,2.3151556622919447e+29,481160644929730.8
7,8,2,40235659022433.76,6.648429397673944e+27,81537901602101.25
7,8,4,2573436586436796.0,2.8234398902048298e+31,5313605075845240.0
7,8,5,13940320404731.256,8.242465407731289e+26,28709694195047.234
7,8,3,277905087849237.22,3.276978596261929e+29,572449001768885.0
7,8,6,160692531905301.7,1.0196485426262944e+29,319319360926689.56
7,8,7,211216283051106.06,1.8622541226477624e+29,431538425015404.9
7,8,8,446470173162397.4,8.322247347353299e+29,912263522637691.5
7,9,1,4.5410430208020454e+17,8.9727502479001e+35,9.472460212584744e+17
7,9,2,7.096822056076242e+17,2.1517331800349084e+36,1.4668787202883912e+18
7,9,4,2.0149438671993938e+18,1.9289255162951155e+37,4.3919534563735025e+18
7,8,9,73159872713831.83,2.266476374205209e+28,150548210690303.75
7,9,5,8381577394652328.0,3.2078248258766052e+32,1.7910401519442844e+16
7,9,3,4.349347331924515e+16,8.964757716659118e+33,9.468240447231533e+16
7,9,6,1869965437017124.2,1.6161378903927713e+31,4020121752376128.5
8,1,1,4.114972023503231,25.921931537252505,5.09135851588282
8,1,2,4.855714456664389,36.842347712573144,6.069789758514964
7,9,8,2.8048179035098044e+16,3.771006984490275e+33,6.1408525340462904e+16
7,9,7,3331012641712615.0,5.118250911984482e+31,7154195211192159.0
8,1,3,4.157056359924015,26.597607181679933,5.15728680428769
7,9,9,2.5941682492477926e+17,3.198027989071171e+35,5.6551109529974483e+17
8,1,4,4.1555675296452215,26.572319084548976,5.1548345351280656
8,1,5,4.077820126990067,25.195102546998164,5.019472337507017
8,1,6,4.143575001292579,26.337239201999875,5.131981995486722
8,2,1,1303.164196795146,2261267.284027615,1503.7510711642453
8,1,7,4.158694222449298,26.61672722370041,5.159140163215224
8,1,8,4.222640410943923,27.54665478125494,5.248490714601193
8,2,3,6.295391654152457,57.8641032688908,7.606845816032477
8,1,9,4.164882365727766,26.76172100772806,5.173173204883832
8,2,2,5.501806780754742,46.23218625080916,6.799425435344457
8,2,4,5.55787148311182,46.923400866368276,6.8500657563536045
8,2,5,24.185444780585478,742.5285096219728,27.249376316201676
8,2,6,7.029765647258832,68.96961530834432,8.304794718013463
8,2,7,8.206199975936691,88.623333432889,9.413996676910875
8,2,8,9.146563706898954,105.66474796497194,10.279335969067843
8,3,1,1390.1881331489085,2645783.2484716387,1626.5863790379037
8,2,9,24.865704003231247,806.1429864799176,28.392657263453128
8,3,2,1398.1206489091312,2675462.3051229403,1635.6840480737533
8,3,3,1962.4824785497426,5448594.662222714,2334.222496297796
8,3,4,3090.040875332136,14616605.6749753,3823.166969277604
8,3,5,1897.2152182846653,4924876.529912363,2219.206283767321
8,3,6,1843.6150556155023,4670297.890119382,2161.0872009521927
8,3,7,4631.821601987898,34116792.41569168,5840.958176163538
8,4,1,202830.35758070147,74944496672.51215,273759.92524931795
8,3,8,1985.2910356981088,5397699.535842279,2323.2949739200744
8,4,2,196527.63945391908,70345962970.22404,265228.13382110134
8,3,9,2202.9686692162395,6891544.74201463,2625.1751831096203
8,4,3,263792.22396290547,130037789434.89531,360607.52825599094
8,4,4,396626.4225364546,355550311206.10614,596280.3964630283
8,4,5,375624.6707730721,270649617065.4844,520239.96104248316
8,4,6,1537704.4457553222,5382960499038.101,2320120.7940618307
8,4,7,1509113.7716776307,5191475240438.476,2278480.906314221
8,5,1,6914612.661190505,108181167220543.38,10401017.605049198
8,4,8,706977.2335358326,1142269320505.2163,1068770.0035579293
8,4,9,821088.8810023997,1534024499380.6091,1238557.426759296
8,5,2,6084726.4093945,83272416251031.0,9125372.11575676
8,5,3,15057261.690236118,543659842022614.75,23316514.362627506
8,5,4,513437111.5166061,7.292407622430673e+17,853955948.6548866
8,5,5,713001433.9232242,1.4062645666842496e+18,1185860264.4005952
8,5,6,283716655.20540285,2.2258185515554646e+17,471785814.9155679
8,5,7,167257806.92961398,7.73008195274577e+16,278030249.3029449
8,5,8,212433479.3461159,1.2457748466194931e+17,352955357.8881461
8,6,1,3662705577.116314,3.7554966699755405e+19,6128210725.795532
8,5,9,75654007.61906016,1.5493329708984128e+16,124472204.56384681
8,6,2,179994777.98407033,1.0292007532810138e+17,320811588.5190268
8,6,3,10260302091.702797,3.237562789790109e+20,17993228698.01334
8,6,4,4146307373.148128,5.496598769163354e+19,7413905023.105808
8,6,5,2928782032.191646,2.771002607380263e+19,5264031351.9015665
8,6,6,9730135980.956074,3.0635065779091427e+20,17502875700.607437
8,6,7,3490354137.881532,3.942842294197532e+19,6279205598.001655
8,7,1,1815297916971.1409,1.1458962661046808e+25,3385108958519.18
8,7,2,120219828958.65387,5.375794458738719e+22,231857595492.11923
8,6,8,1523898291.6323757,7.170655676733398e+18,2677807998.481855
8,6,9,2320861610.846873,1.7063852849173305e+19,4130841663.53218
8,7,4,5480438560399.229,1.1291582903534022e+26,10626186006057.875
8,7,5,8792526036493.675,2.9066315707829687e+26,17048846209591.336
8,7,3,28663059676.33451,3.107877564607598e+21,55748341361.941864
8,7,6,10931302516.474882,4.1011916388843736e+20,20251399060.02638
8,7,7,317849361282.5733,3.7452755098192295e+23,611986561112.189
8,8,1,,,
8,7,9,958939903636.9766,3.409436584096083e+24,1846465971551.0825
8,7,8,201206818397.51627,1.453553518623565e+23,381254969623.1598
8,8,2,126375286632224.75,6.772475608484724e+28,260239804958517.53
8,8,4,,,
8,8,3,22735928474244.707,2.0786681654475439e+27,45592413463728.195
8,8,5,175185101824130.0,1.2672585187539945e+29,355985746730679.44
8,8,6,105140971705697.86,4.428271385263338e+28,210434583309477.38
8,8,7,69669762923608.25,1.9703328591744155e+28,140368545592465.81
8,8,8,39622608562840.54,6.199703739672006e+27,78738197462680.12
8,9,1,8.356441776502154e+17,3.2165703894670907e+36,1.7934799662854031e+18
8,8,9,444726880693837.0,8.347790808652236e+29,913662454555961.1
8,9,2,8.624376443284421e+16,3.532931884418658e+34,1.8796095031731082e+17
8,9,3,,,
8,9,4,1474719340585503.2,1.0301337675439848e+31,3209569702536439.5
8,9,5,2.2777562986614917e+18,2.4276689706121924e+37,4.927138084742696e+18
8,9,8,2.564366050779959e+17,3.0893370162684614e+35,5.5581804723024794e+17
8,9,6,3186980941791290.5,4.698103158890855e+31,6854271047230956.0
9,1,1,4.650533806316502,33.81289666410112,5.814885782549913
9,1,2,5.126147746753768,40.79201230751932,6.3868624775799985
9,1,3,4.1449572363826155,26.421771221211642,5.140211203949858
8,9,7,2.706774301310092e+16,3.381100510372812e+33,5.81472313216443e+16
9,1,4,4.157558642426065,26.62334628604223,5.159781612243122
9,1,5,4.028817225737461,24.47349155746476,4.947068986527756
8,9,9,600296701406487.2,1.6654314433672847e+30,1290515960136597.8
9,1,6,4.183374486079916,26.966230087361186,5.192901894640528
9,2,1,966.6317269514058,1243426.9187855916,1115.0905428643862
9,1,7,4.158817919738807,26.601995492844637,5.157712234396626
9,1,8,4.2137731011659065,27.424897658453066,5.236878617884233
9,2,2,3.9302747410360346,22.56763772890051,4.750540782784683
9,2,3,4.564890005882094,32.65346925664396,5.714321416987668
9,1,9,4.223176983423452,27.66139427388395,5.2594100689986085
9,2,4,5.44415403765228,45.40799957845494,6.73854580591799
9,2,5,7.711121088994783,83.06043465595405,9.113749758247373
9,2,6,6.086962185071992,54.735461894619675,7.398341834128758
9,2,7,5.123443776451754,40.658069709824964,6.37636806574283
9,2,8,30.367143887691814,1165.1574931291186,34.13440336565323
9,3,1,1109.0022257881626,1681250.5150556427,1296.6304466021313
9,2,9,52.879752514706716,3683.644970897818,60.69303889984269
9,3,2,1087.1119619019369,1618093.1155043668,1272.0428905914953
9,3,3,1520.3216065416568,3186696.40713368,1785.1320419323831
9,3,4,3258.144599221127,16699736.010828445,4086.5310485579876
9,3,5,1380053.1294426492,4065319199924.1226,2016263.6732144242
9,3,6,1885.1822107461055,5033566.011330346,2243.5610112787986
9,3,7,3971.1272585758193,25104667.430145796,5010.455810617013
9,4,1,191226.80034507692,66534560736.92939,257942.9408550065
9,3,9,2486.7821188959506,8829101.713248398,2971.3804389960565
9,3,8,1927.4847522679727,5080172.665926191,2253.923837649842
9,4,2,206397.27109236366,77610737870.28482,278587.0382309357
9,4,4,3296554.3022439545,24638385274914.125,4963706.80791222
9,4,3,484895.2810354637,479205233052.2022,692246.5117660054
9,4,6,2359288.673829305,12676909350208.918,3560464.766039529
9,4,5,318628.57596979634,188782260377.59735,434490.8058608345
9,4,7,683628.2782567503,1060714166842.6875,1029909.7857786805
9,4,8,1381953.655787093,4350657230452.7183,2085822.914451924
9,4,9,897363.2169251518,1835949310619.7507,1354972.0700515383
9,5,1,7849647.576093586,140010833817741.89,11832617.369700665
9,5,2,6107127.7530693915,83941965827328.58,9161984.81920422
9,5,3,13377392.786083981,412783388469767.6,20317071.355630163
9,5,5,40605918.733441256,4538105635541614.0,67365463.22516912
9,5,4,38804700.04804096,4137331152105871.5,64322089.14599922
9,5,6,62527774.89092505,1.07620397758289e+16,103740251.47371149
9,5,7,66782929.90088487,1.231355545846533e+16,110966460.96215437
9,5,8,55905643.117079474,8628831779623188.0,92891505.42231075
9,6,1,3471006306.5625973,3.4009789374486065e+19,5831791266.367999
9,5,9,102413890.56502083,2.891569191655188e+16,170046146.43252543
9,6,2,275982114.55013525,2.4349290569362234e+17,493450003.2360141
9,6,3,3320829114.7610154,3.1547266790440677e+19,5616695362.0826435
9,6,5,2726791001.644243,2.3672152355547046e+19,4865403616.920907
9,6,4,3611680333.249898,4.219349257127515e+19,6495651820.354532
9,6,6,4528076506.60638,6.593659988563901e+19,8120135459.8084755
9,6,7,6015455945.676192,1.164874487707068e+20,10792935132.331093
9,6,8,7181821319.212093,1.642875635701877e+20,12817471028.646318
9,7,1,9019995114322.906,2.997935068549836e+26,17314546105947.555
9,6,9,4845539191.106214,7.47492689092016e+19,8645765952.719378
9,7,2,106902138994.99121,4.250263012171202e+22,206161660164.32837
9,7,4,3978467465640.4043,5.9495837238411196e+25,7713354473794.861
9,7,3,451962909598.47485,7.671454255736659e+23,875868383704.8041
9,7,5,1010614972293.991,3.7817008640669794e+24,1944659575367.1077
9,7,6,106699007366.772,4.222766754462985e+22,205493716557.5382
9,7,8,506146692321.7833,9.525992424820216e+23,976011906936.6017
9,7,7,156937008376.62726,9.004319861530739e+22,300071989054.8056
9,8,1,,,
9,7,9,1022175180489.7115,3.887908534047307e+24,1971778013379.6267
9,8,2,1042430321489566.9,4.617185855790477e+30,2148763797114628.5
9,8,5,70488098320138.11,2.0751080053628865e+28,144052351780971.84
9,8,4,2112256451915.0654,1.6934491096105344e+25,4115153836262.424
9,8,3,1077392360032402.9,4.9340102339442194e+30,2221263206813685.8
9,8,6,87487757732432.64,3.203900429379634e+28,178994425314858.16
9,8,7,17111746049285.674,1.2068776434457312e+27,34740144551307.37
9,8,8,145725532331963.94,8.757095555289197e+28,295923901624880.56
9,9,1,1.499224066949872e+17,9.671377204779254e+34,3.1098837928095085e+17
9,8,9,190854307468876.84,1.5258041143834829e+29,390615426523771.94
9,9,4,5.771226241700119e+17,1.5828587645988683e+36,1.2581171505860925e+18
9,9,2,2.5339969990998756e+16,3.03650609866365e+33,5.51045016188664e+16
9,9,3,1.2638492412525293e+17,7.595324305643521e+34,2.755961593644498e+17
9,9,6,9.550892900980602e+17,4.3320606258016455e+36,2.0813602825560128e+18
9,9,5,5.916749759952255e+27,4.837710276106631e+55,6.955365034350556e+27
9,9,7,6.4299603695614056e+16,1.938691912734827e+34,1.3923691725741514e+17
9,9,8,8.671499853931701e+16,3.4801691435633376e+34,1.865521145300513e+17
9,9,9,1.0180814175221282e+32,1.456917972387709e+64,1.2070285714877295e+32
