degree,λ,mae,mse,rmse,time
7,100000,16.370263022889123,289.44007362944507,17.012938418434516,0.011981892000221706
7,100,4.370058216262312,31.08114911296333,5.575047005448773,0.008749963999889587
10,100,4.807987113091094,37.676837308583075,6.138146080746456,0.025981004000186658
2,0.01,7.531757865749704,83.83657197509409,9.156231319440007,0.008317802999954438
7,0.01,21.74600579474371,760.5701810833324,27.578436886149518,0.01474858099982157
7,0.001,37.34568983833435,2378.4628513636267,48.76948688845954,0.007429896999838093
10,0.0001,11.176859694488133,172.17815436079277,13.121667362069227,0.04088856999987911
1,100,8.827787974023735,99.04002087460196,9.951885292476092,0.011489589999655436
7,0.0001,50.579964434217324,4436.822416151273,66.60947692446828,0.013059467999937624
7,1,12.254638614142339,220.5148040740895,14.849740875654684,0.0072530309998910525
6,100000,16.380930138788727,289.7825859305976,17.023001672166913,0.007031362000361696
9,100,4.676540873374645,35.70151108802287,5.975074149165253,0.021679395999854023
1,10,8.076962754092692,85.80747886874036,9.263232636004581,0.005725877000259061
6,10000,4.887636835468842,33.76358804478488,5.810644374317265,0.006891778999943199
6,10,11.556942764484775,203.71160387821598,14.272757402766151,0.006724402000145346
19,1000,8.207418783521307,88.39506682232378,9.401865071480433,0.04523314300013226
2,0.0001,7.5452432002103755,84.13030031274064,9.172257100231144,0.00608000100010031
6,0.01,16.554760924811337,424.36056888801704,20.60001380795695,0.007147194000026502
1,1,7.963301969295631,83.88711013643177,9.158990672362963,0.005611426999621472
6,0.001,26.81938986516344,1175.3218231906242,34.28296695431456,0.007162550999964878
5,100000,16.399098668631705,290.36773042422647,17.040179882390515,0.008355729000413703
14,10,15.454514847122574,373.6408601423148,19.32979203567164,0.03750605400000495
27,0.1,28.160242019060735,1448.1733435407368,38.054872796275866,0.045059699000375986
5,1000,8.622041424649481,95.99700301109623,9.79780603048949,0.006679795000309241
12,100,4.987734817266211,40.48707193801748,6.362945225131007,0.035809601999972074
1,1e-05,7.950100736299014,83.66531126090644,9.146874398443789,0.01194080599998415
5,10,9.995961512422674,152.85311896061745,12.363378137087672,0.006681709000076808
2,0.1,7.411789049109044,81.23493352246433,9.013042412108375,0.012502465000125085
7,10000,4.87321757542144,33.51209483018568,5.788963191296493,0.007518721999986155
1,10000,5.962866667232056,51.65800800051285,7.18735055500376,0.0052900240002600185
5,1,11.680062021205305,199.83731672069302,14.136382731119479,0.0066159029997834296
21,100,5.1741830369124955,43.66375339610342,6.607855430932446,0.03759321000006821
