degree,λ,mae,mse,rmse
16,1000,8.212886418738734,88.49466623622682,9.407160370495808
42,0.0001,349.93874680416627,365708.53803330526,604.7384046290638
22,0.0001,303.1271274458277,266099.1346710143,515.8479763176496
8,0.001,46.05916011567815,3725.864156490961,61.039857113946134
14,1e-05,179.4548951774795,83956.17929028963,289.75192715543693
19,0.1,27.36003936795292,1348.5743649558144,36.722940581546766
51,1,13.61129409727901,278.6927558282041,16.694093441340385
43,1e-05,156.34208090192024,57027.24124394482,238.80377141901428
57,0.0001,350.0044779924164,365888.3070184784,604.8870200446348
49,10,15.717515549035676,388.80490262896365,19.718136388334564
37,1e-05,159.04085995793315,59675.356536349944,244.28539976091477
13,10000,4.85492030523611,33.181282466030964,5.760319649640198
16,100,5.1327761480934795,42.931023199001075,6.552176981660453
42,1e-05,156.57028513777095,57252.01073845936,239.27392406708123
22,1e-05,207.0213877813706,112889.15003303856,335.98980644215766
38,100,5.183320903406946,43.830938167787494,6.6204938009024294
49,1,13.611292155782625,278.69264145397614,16.69409001575037
19,0.001,18.14478515804872,813.6171256544602,28.52397457673913
13,1000,8.229378042182464,88.79366356429361,9.423038977118454
56,100000,16.353113223929416,288.8920742022295,16.99682541541889
36,100000,16.35311350181317,288.8920830712571,16.99682567632136
8,1e-05,12.30784864245846,373.72030739969296,19.33184697331564
16,10,15.589251407526682,381.18915344533264,19.524066006990772
7,100000,16.370263022889123,289.44007362944507,17.012938418434516
49,0.1,28.21844536328134,1456.212279021228,38.160349566287096
19,0.0001,254.53752582930667,184020.73331411727,428.9763785036622
16,1,13.428100308966993,269.69583906788796,16.422418794680883
56,10000,4.853982014966469,33.16146582661547,5.758599293805349
36,10000,4.853982128683793,33.16146914241641,5.758599581705296
13,100,5.043269914024779,41.40476104936984,6.434653141341019
41,10000,4.853982036916827,33.16146643844408,5.75859934692839
21,10000,4.85401037672506,33.16220782762453,5.75866371892165
2,1,6.396104874789105,60.85575587608875,7.80100992667544
7,10000,4.87321757542144,33.51209483018568,5.788963191296493
2,0.1,7.411789049109044,81.23493352246433,9.013042412108375
49,0.01,51.87657325692919,5072.415721094357,71.22089385211588
19,1e-05,214.5708890754743,122282.37005788986,349.68896187596465
16,0.1,26.01454298721232,1197.0019636149273,34.597716161835415
56,1000,8.20460151904506,88.34356799047903,9.39912591630089
36,1000,8.204609709302987,88.34371845031518,9.399133920224521
13,10,15.34141106058315,367.48647107282886,19.169936647595602
41,1000,8.20460307836232,88.34359657657369,9.39912743697912
21,1000,8.205986624859232,88.36892355109887,9.400474644989947
49,0.0001,350.0006924624335,365877.5337214104,604.8781147647933
20,10,15.686910299209403,386.9012040538142,19.669804372535438
2,0.0001,7.5452432002103755,84.13030031274064,9.172257100231144
49,0.001,44.140956251767385,7381.211771459056,85.91397890599094
18,100000,16.35328336127138,288.89747614642346,16.99698432506259
16,0.01,51.81945567660125,5076.244271438458,71.24776678211366
7,100,4.370058216262312,31.08114911296333,5.575047005448773
56,100,5.183352114057557,43.83155306729521,6.620540239836566
36,100,5.183291834079393,43.83037571507689,6.620451322612144
13,1,13.18546819189862,258.6019975503117,16.081106850907734
41,100,5.183340460151024,43.831320492835545,6.6205226751998625
21,100,5.1741830369124955,43.66375339610342,6.607855430932446
11,1000,8.25623294998114,89.28037732569163,9.448829415630893
2,10,4.087872927593179,25.718884996413383,5.071379003428297
2,0.001,7.544012966650718,84.1035346794993,9.170797930360221
16,1e-05,203.82538311951183,109565.56307745165,331.00689279447283
41,100000,16.35311327542716,288.892075851204,16.9968254639272
21,100000,16.353168193754794,288.8938197097648,16.996876763386997
2,100,7.137919782175714,70.37348028360482,8.388890289162495
18,10000,4.854081174141874,33.1638877779902,5.758809579938392
7,10,12.717980149639391,247.14058410509713,15.72070558547221
56,10,15.717517090611757,388.8050146696421,19.718139229390843
36,10,15.717394803147142,388.7965261692541,19.717923982236417
49,1e-05,155.7238487436049,56413.37106987159,237.51499125291352
13,0.1,23.073704827029058,908.9599634664547,30.148962892054094
41,10,15.717493939399695,388.8033738694058,19.71809762298092
21,10,15.696072663802921,387.45791000785596,19.68395056912753
15,100000,16.353661479115363,288.9094877467366,16.99733766643284
36,1,13.61103150302735,278.67788572555315,16.693648065223886
13,0.01,47.72441675247755,4211.7047158138475,64.89764799909044
18,1000,8.208630469140054,88.41716015559938,9.403039942252684
7,1,12.254638614142339,220.5148040740895,14.849740875654684
48,100000,16.35311322869864,288.89207435577373,16.99682541993574
41,1,13.611243625651657,278.68984345068196,16.69400621332944
21,1,13.573637523629891,276.7465867706938,16.635702172457098
34,100,5.183235436391259,43.82929393303927,6.62036962208601
15,10000,4.854354228367983,33.169817459263456,5.7593243926057385
56,0.1,28.218481677847798,1456.217948769477,38.160423854688474
36,0.1,28.215685403262302,1455.8058350430258,38.15502371959721
13,0.001,44.495879756926094,3374.660250783863,58.09182602383801
32,0.0001,347.69140083453163,360052.5810386146,600.0438159323156
41,0.1,28.21794709549189,1456.1370627083134,38.159364023897375
21,0.01,52.61267090702512,5259.0703864821435,72.51944833272067
45,0.01,51.87748867742736,5072.678623528947,71.22273951154187
48,10000,4.8539820172244745,33.16146588403065,5.758599298790518
18,10,15.654956066578373,384.99690495031257,19.621338001021044
41,0.01,51.88055305481424,5073.542891604375,71.22880661364736
15,1000,8.216512784190291,88.56064517186431,9.410666563632159
56,0.01,51.876236232095906,5072.317138684462,71.22020175964445
36,0.01,51.89547730385869,5077.648370860918,71.25761973895085
13,0.0001,83.42190308279889,19683.813053009635,140.29901301509443
21,0.001,26.01216600327371,2190.2340987044117,46.79993695192774
7,0.001,37.34568983833435,2378.4628513636267,48.76948688845954
48,1000,8.204601667453236,88.3435706970708,9.399126060281924
18,1,13.512309507246862,273.7212352008362,16.54452281574891
41,0.001,44.07933335747331,7356.202473085577,85.76830692677557
15,100,5.112196515227309,42.57448672273184,6.524912775105261
56,0.001,44.14595859006599,7383.358414867151,85.92647097878017
36,0.001,43.83640425293891,7262.442368743608,85.21996461360219
13,1e-05,160.51597628784404,66732.68937174529,258.3267105270868
19,0.01,52.6838545192399,5276.36032878317,72.63855951753979
7,0.0001,50.579964434217324,4436.822416151273,66.60947692446828
21,0.0001,289.8054058556345,241769.9821206258,491.7011105545988
48,100,5.18335098901431,43.83152997549017,6.6205384958846185
18,0.1,27.03417999040471,1310.4307461758506,36.19987218452367
15,10,15.533804287325212,378.04868977799686,19.443474220879274
6,100000,16.380930138788727,289.7825859305976,17.023001672166913
56,1,13.611295853208679,278.6928601663127,16.69409656634083
41,0.0001,349.9086273210885,365627.8977438189,604.6717272568802
56,0.0001,350.0044316913115,365888.1715411813,604.8869080590034
12,100000,16.354977064686494,288.9513366403824,16.998568664460617
11,10,14.953310399677394,347.2400256241788,18.6343775217789
31,0.0001,346.78353815730355,357847.30119764444,598.203394505284
21,1e-05,210.7926003728693,117564.78808245058,342.8772201276291
48,10,15.717514891728309,388.80485527310725,19.718135187514747
18,0.01,52.588297227865226,5253.646418546653,72.482042041782
15,1,13.365451097905773,266.76854688562054,16.333050752557543
36,1e-05,159.9679133980207,60586.87284956995,246.14400835602305
41,1e-05,156.86196024159705,57538.667230666855,239.87218936480915
6,1000,8.51007180707972,93.92337336355894,9.691407192124316
56,1e-05,155.58958974946307,56277.319395119965,237.2284118631661
48,1,13.611290615287096,278.6925510986812,16.694087309544095
12,10000,4.855489742731703,33.19242641246619,5.761286871217766
6,100,4.289598085411603,29.397601850014198,5.4219555374434965
1,0.001,7.950113848249199,83.66553169761698,9.146886448273914
18,0.001,15.693158978344215,397.5752953202452,19.939290241135595
15,0.1,25.255906719241274,1117.5539609240539,33.429836387934266
35,100000,16.353113614345453,288.89208665588137,16.996825781771175
48,0.1,28.21843001316759,1456.2099083558417,38.16031850438151
40,100000,16.35311329597594,288.8920765075539,16.996825483235213
6,10000,4.887636835468842,33.76358804478488,5.810644374317265
55,100000,16.35311322407582,288.8920742069667,16.996825415558245
12,1000,8.24036969964584,88.99277540015296,9.433598221259636
20,100000,16.353193024982684,288.89460800132537,16.99689995267741
6,10,11.556942764484775,203.71160387821598,14.272757402766151
1,0.0001,7.9501019282996435,83.66533130067768,9.14687549388739
15,0.01,50.96182480653119,4885.234198263549,69.89445041105587
35,10000,4.853982174327216,33.161470497580815,5.758599699369701
48,0.01,51.87671011791276,5072.45533110037,71.22117193012461
18,1e-05,213.6837516664955,121186.59380938731,348.11864903993194
10,0.0001,11.176859694488133,172.17815436079277,13.121667362069227
40,10000,4.853982045328607,33.16146668237915,5.7585993681084595
57,1e-05,155.5840674654474,56271.63453055267,237.21642972305412
55,10000,4.853982015043406,33.16146582841724,5.758599293961791
12,100,4.987734817266211,40.48707193801748,6.362945225131007
36,0.0001,349.417131620677,364351.1863582855,603.6150978548213
40,1000,8.204603690038143,88.34360781167558,9.399128034646383
15,0.0001,148.40631801254167,61275.03945568843,247.53795558598367
6,1,12.03743148670296,212.48357939199653,14.576816504024345
35,1000,8.204612953492665,88.34377809397306,9.399137093051312
48,0.001,44.13889958319135,7380.345425121833,85.9089368175502
17,100000,16.353363264826335,288.9000135809397,16.997058968566876
55,1000,8.204601523677034,88.34356807445856,9.3991259207683
12,10,15.180657197455348,358.9547869423942,18.946102156971342
3,0.001,8.061532758294417,95.97212730859853,9.796536495547727
6,0.1,10.203058369696695,154.3328759729844,12.423078361379856
40,100,5.183335931669234,43.83123149225323,6.620515953628783
45,1000,8.204601931991041,88.34357554023181,9.399126317920821
35,100,5.183268274740882,43.82992267566792,6.62041710737835
48,0.0001,349.9986003316784,365871.66307911184,604.8732619971822
33,0.001,43.3831137485885,7094.585008698918,84.22935954107047
25,100,5.180990910408673,43.78757693155864,6.61721821701224
13,100000,16.35434412945421,288.93119384574135,16.997976169113233
28,0.001,40.906513133926445,6241.294836961701,79.00186603468111
53,0.0001,350.0039666255302,365886.8258878701,604.8857957398819
30,100,5.182911392692121,43.823166569608716,6.619906839949389
55,100,5.1833520786584675,43.831552325018365,6.620540183777934
7,1000,8.42275354460195,92.3153859041394,9.608089607416211
12,1,13.06477458574726,253.29509878440314,15.915247367992844
1,0.1,7.951424633969767,83.68756680625373,9.148090883143528
6,0.01,16.554760924811337,424.36056888801704,20.60001380795695
40,10,15.717484831945743,388.8027371272442,19.718081476838567
53,1e-05,155.6191820867256,56307.58288180956,237.29218883437684
45,100,5.183349000002911,43.831489883764014,6.620535468054228
3,0.0001,8.049952974029113,95.6997714242812,9.782625998385157
35,10,15.717346085173848,388.7932001157653,19.717839641192068
48,1e-05,155.77273571298232,56462.423463143365,237.61823049409185
33,0.0001,348.3513989668047,361676.20738246414,601.3952172926421
25,10,15.712277023224763,388.4643519737325,19.70949902898936
12,0.1,21.60169458607472,783.309996103408,27.987675789593677
30,10,15.716586467789492,388.74242239282506,19.716551990467934
2,1000,8.779641245651003,98.9470525556907,9.947213306031529
55,10,15.717517021886948,388.8050096136638,19.71813910118457
8,0.0001,46.57063257582583,3704.655809288684,60.86588378795369
28,0.0001,341.5883703973216,345638.1856162357,587.9100148970382
1,0.01,7.950233042083107,83.66753558992986,9.146995987204207
7,0.1,11.75747594435911,207.5300227177721,14.40590235694287
28,1e-05,178.82961745658105,80082.4338497476,282.9883987900345
5,100000,16.399098668631705,290.36773042422647,17.040179882390515
40,1,13.611223684664388,278.6887066078128,16.693972163862405
52,100000,16.353113224946167,288.8920742350642,16.996825416384794
45,10,15.717510970840065,388.8045749205531,19.718128078510727
4,100000,16.430929491051856,291.3969710762828,17.070353572093428
35,1,13.61092945400035,278.6721958172928,16.693477642998563
47,100000,16.353113230694657,288.8920744198608,16.996825421821008
9,0.001,51.76013461069439,4793.892084346435,69.23793818670826
33,1e-05,164.23904446875417,64832.398916485625,254.62207075680934
25,1,13.601276138102222,278.1585850297057,16.678086971523612
12,0.01,45.11033492936221,3714.4902471792375,60.946618012644784
30,1,13.609395956256927,278.5883434763742,16.69096592400734
55,1,13.611295682825011,278.69284996952797,16.69409626093991
27,100000,16.35311948553682,288.8922732691699,16.996831271421442
5,10000,4.914302472881235,34.225123790641796,5.850224251312235
40,0.1,28.217738392466444,1456.1060255341365,38.15895734338317
52,10000,4.853982015479433,33.161465839011946,5.758599294881694
45,1,13.61128159559616,278.6920258500566,16.69407157796014
35,0.1,28.214578356479624,1455.6460997707277,38.15293042180021
47,10000,4.853982018117287,33.16146590782919,5.758599300856866
32,100000,16.353114315414924,288.892108966898,16.996826438100083
12,0.001,50.08069899639335,4436.157866715518,66.6044883376152
55,0.01,51.87625219758426,5072.321875147053,71.22023501187743
5,0.0001,29.661412460478367,1438.2124314766825,37.923771324548966
4,100,4.729583942211512,34.452013321224,5.869583743437349
25,0.01,52.24051937140068,5166.735309012467,71.88000632312485
27,10000,4.85398474914076,33.16154437069202,5.758606113521919
5,1000,8.622041424649481,95.99700301109623,9.79780603048949
52,1000,8.204601551026995,88.34356857172179,9.399125947220933
45,0.1,28.21833900568214,1456.1959853019687,38.16013607551693
30,0.01,51.98127736731842,5100.4179291078935,71.41721031451658
9,100000,16.359934850743144,289.1094709178441,17.003219428033155
35,0.01,51.90199638077276,5079.415902789488,71.27002106629048
47,1000,8.204601728884576,88.34357182068902,9.399126120054408
32,10000,4.853982463164247,33.16147904325562,5.758600441362087
12,0.0001,51.45117864584553,7696.21122687107,87.72805267912351
55,0.001,44.14572528677506,7383.255754055334,85.92587360076902
27,1000,8.204773000499477,88.34671684302018,9.399293422540875
40,0.001,44.05510717914198,7346.614999699815,85.71239700124956
1,100,8.827787974023735,99.04002087460196,9.951885292476092
25,0.001,36.94127684689476,4992.8362602876905,70.6600046722875
52,100,5.183351870325104,43.83154799716915,6.620539856927768
32,1000,8.204632812330015,88.34414313762454,9.399156512029393
30,0.001,42.30791854843106,6714.12603510462,81.93977077771588
35,0.001,43.727010382104005,7221.31738196308,84.9783347798901
47,100,5.183350525895285,43.83152059130847,6.620537787167177
27,100,5.182148425544398,43.80894190212769,6.618832366975893
5,100,4.377317106272359,29.726805443431477,5.4522294012111665
45,0.001,44.12706230566361,7375.436676438206,85.8803625774729
55,0.0001,350.00434745197634,365887.92621733615,604.8867052740836
3,1e-05,8.048788452418774,95.67239837979828,9.781226834083661
32,100,5.183125678691294,43.82720673595289,6.620211985726204
11,100000,16.3559584005278,288.98259274717793,16.999488014266134
40,0.0001,349.86544345898915,365513.17114110186,604.576852965032
25,0.0001,329.3127277408458,318513.4772374322,564.3699825800733
1,10,8.076962754092692,85.80747886874036,9.263232636004581
52,10,15.717516616454098,388.8049799713634,19.718138349534
30,0.0001,345.54249827297406,354874.2373872366,595.7132174018271
35,0.0001,349.17158933521006,363726.99047634745,603.0978282802446
47,10,15.717513981570479,388.80478991917954,19.718133530311118
27,10,15.714903698979615,388.63261405630686,19.713767119865924
5,10,9.995961512422674,152.85311896061745,12.363378137087672
45,0.0001,349.9840568258074,365831.4176925889,604.8399934632207
55,1e-05,155.59688480165133,56284.807067729496,237.24419290623214
8,0.1,13.706737543241237,287.87022913520434,16.96673890690855
32,10,15.717046296188817,388.7729845735828,19.717327013912985
25,0.1,28.103412186655074,1440.6214331998744,37.955519140170836
11,10000,4.856428136238213,33.21036698057617,5.762843654011114
40,1e-05,157.23323972479525,57902.95413150563,240.63032670780635
30,0.1,28.197473901374863,1453.2434660226534,38.121430534840286
25,1e-05,192.6191427231702,95608.41931085702,309.20611137371947
52,1,13.611294694790857,278.6927911931083,16.694094500544445
30,1e-05,171.66192017598706,72438.85346581368,269.14467014193997
35,1e-05,161.1152447638068,61719.23835168275,248.4335692930461
47,1,13.611288500009532,278.69242742490496,16.694083605424556
27,1,13.606148253011611,278.4146826781412,16.68576287372385
5,1,11.680062021205305,199.83731672069302,14.136382731119479
40,0.01,51.88208209667877,5073.969547202632,71.23180151591446
45,1e-05,156.0260148276434,56714.72787767204,238.14854162407136
32,1,13.610314881611686,278.6383199559831,16.69246296853712
2,10000,5.306949213402584,40.99826546086507,6.402988791249371
39,100000,16.35311332477237,288.89207742678036,16.996825510276334
6,1e-05,45.186128713205875,3438.681282905823,58.64027014693762
24,100000,16.353131547937576,288.89265632214455,16.996842539782044
54,10000,4.853982015147478,33.1614658308957,5.758599294176988
52,0.1,28.21847042589547,1456.2161772054242,38.16040064262198
11,100,4.911366557997272,39.26402814200861,6.266101510669023
29,100000,16.353116319487768,288.89217267908515,16.996828312337723
34,100000,16.353113773145957,288.89209171208523,16.996825930510827
47,0.1,28.21840881881892,1456.2066487092407,38.16027579445988
5,0.1,9.258134756719228,126.30439394771447,11.238522765368876
44,100000,16.353113242727186,288.8920748054979,16.99682543316539
15,0.001,29.270546955132225,1238.8631703851963,35.19748812607508
32,0.1,28.207798119560884,1454.6830523759,38.140307449939364
39,10000,4.853982057044833,33.16146702476688,5.7585993978368455
27,0.01,52.10439004073092,5132.201452798264,71.63938478796607
8,100,4.524007588046853,33.409513305227094,5.780096305878224
24,10000,4.853990600692331,33.161703117114484,5.758619896912323
54,1000,8.20460153006268,88.34356819038545,9.399125926935199
52,0.01,51.87634362843522,5072.3488044368,71.22042406807755
34,10000,4.8539822390657985,33.16147241930229,5.758599866226364
47,0.01,51.8768958144837,5072.5088591384665,71.22154771653356
5,0.01,12.153167238137023,221.50372550620494,14.883001226439678
39,1000,8.204604542312058,88.34362347108498,9.399128867670928
11,1,12.924333810016163,247.2703724346009,15.724832985904838
44,10000,4.853982023314376,33.161466050727064,5.758599313264213
32,0.01,51.93687226678349,5088.739299097001,71.33540004161328
29,1000,8.204688023960856,88.345157332929,9.399210463274509
27,0.001,39.88213190464394,5907.759690741791,76.86195216582644
39,100,5.183329642901589,43.83110843500458,6.620506659992465
44,1000,8.204602095709783,88.34357854139715,9.399126477572112
24,1000,8.205085354162312,88.35244097448401,9.399597915575113
54,100,5.18335202992714,43.83155130748198,6.620540106931004
5,1e-05,43.52123092205195,3173.91752117292,56.33753208273255
34,1000,8.204617497133047,88.34386162609336,9.399141536656066
47,0.001,44.13609495542138,7379.172210855832,85.90210830274093
12,1e-05,136.7129359828059,48148.516191774776,219.42770151413148
11,0.1,19.87211156407249,649.9083243604895,25.49329959735478
32,0.001,43.12018221667897,6999.654898061142,83.66394024943567
52,0.0001,350.0035881417752,365885.73997007357,604.8848981170497
29,100,5.182736551252792,43.819889941074095,6.619659352343903
47,0.0001,349.99547854946195,365862.95582057716,604.8660643651428
27,0.0001,338.5581173865755,338749.69113569066,582.0220710039188
39,10,15.717472124995014,388.8018526148501,19.718059047858898
44,100,5.183347774147487,43.8314653664737,6.620533616444652
24,100,5.180041159967406,43.77015313357733,6.615901535964492
54,10,15.717516927185423,388.8050026658088,19.71813892500529
34,10,15.717277700459181,388.7885564333535,19.717721887514124
29,10000,4.853983323082953,33.161504017777574,5.75860260981582
27,0.1,28.160242019060735,1448.1733435407368,38.054872796275866
24,10,15.710080439311353,388.3253507464755,19.7059724638617
11,0.01,41.717346064760925,3124.8013485907077,55.89992261703685
4,10000,4.965463791614582,35.1112116319999,5.925471426983671
52,1e-05,155.63584709680254,56324.52840112945,237.3278921684711
32,1e-05,166.30553805758444,66919.27525466334,258.6876016639826
29,10,15.716206005144212,388.71737349967736,19.715916755243146
47,1e-05,155.83637218433677,56526.06037120406,237.75209856319682
27,1e-05,183.08443584979986,84759.43679231775,291.1347399269241
26,0.01,52.166343847394884,5147.980978920118,71.74943190660201
39,1,13.611196101999296,278.68714056686224,16.693925259412847
1,10000,5.962866667232056,51.65800800051285,7.18735055500376
44,10,15.717508542236857,388.80440238476984,19.718123703455404
11,0.001,53.49115340505487,5149.180515050607,71.75779062269551
54,1,13.611295449834444,278.6928360631975,16.694095844435466
20,1,13.559117464428105,276.0201967335273,16.613855564965267
34,1,13.610787552344425,278.66432338664765,16.693241847725314
24,1,13.597321540335331,277.95306398008097,16.671924423415582
4,1000,8.749359976254437,98.37234417310209,9.918283327930398
51,100000,16.35311322548353,288.8920742523807,16.9968254168942
31,100000,16.353114766229822,288.8921233043658,16.996826859869042
1,1000,8.079648144189871,86.41339645789874,9.295880617666018
29,1,13.608648735987412,278.54806051615384,16.68975915093306
46,100000,16.353113233471483,288.89207450894304,16.99682542444156
26,100000,16.353122158493868,288.89235816800954,16.99683376891148
39,0.1,28.217447714402724,1456.063037158923,38.158394058960646
44,1,13.611276092905017,278.6917073665351,16.694062039136405
54,0.1,28.218477782996004,1456.217332765598,38.16041578344762
10,0.1,17.919570033289773,516.7090360075625,22.731234810444473
34,0.1,28.213027344676203,1455.4238320771533,38.15001745841217
7,0.01,21.74600579474371,760.5701810833324,27.578436886149518
52,0.001,44.14437881824557,7382.670854149986,85.92247001890708
24,0.1,28.056837245582702,1434.5353610471866,37.875260540980925
11,1e-05,108.34070914604993,30192.93462057668,173.7611424357491
1,1e-05,7.950100736299014,83.66531126090644,9.146874398443789
51,10000,4.853982015738712,33.16146584550196,5.7585992954452
31,10000,4.853982652678484,33.16148460422437,5.758600924202368
21,0.1,27.774298928570264,1398.7710568428345,37.40014781846236
29,0.1,28.188986667339954,1452.0743323603588,38.1060931133114
46,10000,4.853982019338801,33.16146594086648,5.758599303725384
26,10000,4.85398599762402,33.16157898541938,5.758609118999082
44,0.1,28.218282889315343,1456.1874693793566,38.160024493956456
54,0.01,51.8762739166927,5072.328297866874,71.22028010241797
34,0.01,51.910623042295235,5081.740074117851,71.286324593977
4,10,7.983672686752564,97.93095249882856,9.896006896664359
