degree,λ,mae,mse,rmse,time
11,1e-06,95.32727902579363,23026.527881144535,151.7449435109603,23032950
19,1e-07,512.7908084919687,801013.3973437368,894.9935180456542,38411097
22,0.001,29.51548172489911,2968.461860394636,54.48359257973575,48775165
22,1e-09,9392.595630427993,336557260.9487631,18345.497021033883,47125273
23,1000,8.20528736072525,88.35613865460746,9.399794607043681,43194361
20,1,13.559117464428105,276.0201967335273,16.613855564965267,55750873
1,1e-06,7.950100617098914,83.66530925692886,9.146874288899397,6528656
25,1e-08,2904.920946136837,34686860.09115003,5889.555169208455,42734478
18,1000000000,19.04909373494847,384.129844790364,19.599230719351308,39596555
27,1000000000,19.0490937165334,384.1298440990808,19.59923070171584,63736063
20,0.1,27.599656436239993,1377.344532551137,37.112592641193054,73898105
25,1e-10,38374.05366500248,5814866641.069426,76255.2728738769,42982003
11,1e-07,79.2100249948187,15964.35675857038,126.35013557005145,28842223
23,100,5.17870586801909,43.74576362956749,6.614058030405198,35028523
22,1e-10,22053.731998949763,1841888468.5370338,42917.228108733136,42531247
1,1e-07,7.9501006051788154,83.66530905652964,9.146874277944878,10037511
18,100000000,19.04646783359822,384.0299840473676,19.596682985836342,49310687
27,100000000,19.046467649467196,384.0299771363146,19.596682809504127,36743661
13,0.0001,83.42190308279889,19683.813053009635,140.29901301509443,28388007
20,0.01,52.67699828335944,5274.710242839805,72.62720043372046,72155902
24,1000000000,19.04909371789223,384.1298441501551,19.599230703018808,49522432
23,10,15.706947356793702,388.1289189459952,19.70098776574401,35211782
11,1e-10,757.9812914593608,1625416.6154488646,1274.918277949165,22001040
21,1000000000,19.049093722014618,384.12984430497085,19.599230706968342,43556165
23,0.1,27.991646439397773,1426.128862919572,37.76412137094642,30731025
13,0.001,44.495879756926094,3374.660250783863,58.09182602383801,34599526
18,10000000,19.02023014405783,383.03294771532893,19.571227547482273,37940036
27,10000000,19.02022830471874,383.0328787825104,19.571225786406696,57706330
20,0.001,21.98821013757988,1444.063423307925,38.00083450804633,70766813
24,100000000,19.04646766305407,384.02997764692566,19.596682822532124,56528660
21,100000000,19.04646770427346,384.0299791946819,19.596682862022387,45120411
23,0.01,52.42214820276652,5212.144411779916,72.19518274635722,53837042
18,1000000,18.7599687755732,373.2178194845718,19.318846225501456,46327210
10,100000000,19.046472539474593,384.0301605833139,19.596687490066117,29573694
27,1000000,18.759950577728112,373.2171476638968,19.31882883779182,37593218
20,0.0001,273.67885360248664,214207.4970132734,462.825557865243,58180789
24,10000000,19.020228440439126,383.0328838753377,19.57122591651677,62393220
21,10,15.696072663802921,387.45791000785596,19.68395056912753,35896375
21,10000000,19.020228852187962,383.03289931289527,19.57122631091101,55810345
23,0.001,32.472669515771095,3717.4576074304564,60.97095708147,42817582
10,10000000,19.020277154796364,383.0347086744152,19.57127253589851,22866490
27,100000,16.35311948553682,288.8922732691699,16.996831271421442,46012239
20,1e-05,213.45147426512008,120885.26014705547,347.68557655884354,66644235
24,1000000,18.759951920215208,373.21719728365053,19.318830122024742,52833943
21,0.001,26.01216600327371,2190.2340987044117,46.79993695192774,44569924
27,10000,4.85398474914076,33.16154437069202,5.758606113521919,53617527
