degree,mae,mse,rmse,time
351,4.661417742918031e+50,9.561904396560609e+102,3.092232914345329e+51,1709223672
353,3.9783232306466063e+49,6.898439508332697e+100,2.6264880560041954e+50,1694059177
354,8.568515214017912e+49,3.460729948151371e+101,5.882796909762712e+50,1341932539
356,1.173420201564834e+51,6.178903175738484e+103,7.860599961668628e+51,1647873525
355,9.801849818968087e+50,4.3075238416934584e+103,6.563172892506687e+51,1775260870
357,3.328736126852267e+50,5.099564698767804e+102,2.258221578757896e+51,1709741399
358,9.340130785411036e+50,3.9699252645031045e+103,6.30073429411454e+51,1716186776
359,6.900818836939754e+50,2.141781038031621e+103,4.627938026844807e+51,1741365477
360,1.566973483351327e+52,1.110343894133581e+106,1.053728567579707e+53,1794701638
361,5.134911363906921e+50,1.2051383118247346e+103,3.471510207135699e+51,1733855379
362,3.6723377073310195e+51,6.175374413253644e+104,2.4850300628470563e+52,1639224780
363,1.1314622675478162e+52,5.85705656285124e+105,7.653140899559631e+52,1817572846
364,4.007209261255755e+51,7.352495885752838e+104,2.7115486139386915e+52,1854642123
365,4.6554041293073465e+51,9.948030371627899e+104,3.1540498365796153e+52,1826558027
366,2.1777317292008158e+52,2.3147852776804796e+106,1.5214418417016406e+53,1816504605
367,1.5222051094692254e+53,1.0680565381213748e+108,1.0334682085683017e+54,1938295868
368,4.564526962448416e+52,9.34319728708776e+106,3.056664405375206e+53,1843311132
369,2.087344933215446e+50,3.0455844077064946e+102,1.74516028138005e+51,1943918714
370,4.469714341595085e+51,8.690566837238621e+104,2.9479767362105525e+52,1956319636
371,5.033994396767466e+52,1.1862886006345265e+107,3.4442540565912477e+53,1833948383
372,1.424091190933978e+52,9.410505363783538e+105,9.700775929678788e+52,1927530503
373,9.074537257526817e+52,3.917201140241268e+107,6.258754780498488e+53,2085628237
374,6.646487675234486e+52,2.060598674279603e+107,4.539381757772311e+53,2026714957
375,1.4312036382607687e+53,9.644342356156888e+107,9.820561265099307e+53,1947833589
376,6.832008891644745e+52,2.144081646512881e+107,4.6304229250824175e+53,1899968488
377,3.933186928364037e+53,7.339664431972638e+108,2.709181505911451e+54,1908711654
378,3.324140758969898e+53,5.275274256957498e+108,2.296796520581982e+54,2000528549
379,5.849708897508383e+53,1.6402523968813005e+109,4.050002959111635e+54,1982857045
380,6.90794381725026e+53,2.283802392048041e+109,4.7789145127822083e+54,1869292246
381,1.1774127994442922e+53,7.008800877488896e+107,8.3718581435001e+53,1991377823
382,4.557298576681704e+54,1.0014596534048392e+111,3.164584733270448e+55,1920429789
383,1.8738662466104706e+54,1.687707504256811e+110,1.2991179716472292e+55,1655536129
384,4.98359650796386e+54,1.2048116696544152e+111,3.4710397140545877e+55,2016882034
385,2.5804041023905327e+54,3.1845491008231635e+110,1.78453049870916e+55,2004287055
386,4.382842840139943e+53,9.413308172206582e+108,3.0681114993113567e+54,2032424912
387,9.567814576711859e+53,4.405527050790926e+109,6.637414444488852e+54,2079599193
388,5.283637511028433e+54,1.36458440042247e+111,3.694028154227401e+55,2039929304
389,7.108509174985279e+54,2.481806363339742e+111,4.981773141502674e+55,1965882928
390,1.9813420469108045e+54,1.9105582170570872e+110,1.38222943719814e+55,1960051627
391,6.708184185867547e+54,2.2173881359713394e+111,4.7089150937040047e+55,2080813582
392,1.9028332880505065e+55,1.7938765695135428e+112,1.339356774542744e+56,2078777654
393,6.090606506488672e+55,1.8335860460745884e+113,4.282039287622882e+56,1801015853
394,1.1621454117237017e+56,6.703794272962171e+113,8.187670164926145e+56,2251952699
395,4.255109988271538e+55,8.974798074348762e+112,2.995796734484628e+56,2228458614
396,8.102125126235391e+55,3.276099516624222e+113,5.72372214264828e+56,2430664071
397,5.31855296310376e+55,1.4422122812075206e+113,3.7976470099359166e+56,2088741282
398,1.367570858115365e+55,1.0892598937226775e+112,1.0436761440804697e+56,2072019759
399,8.978545948558756e+55,4.047952982663887e+113,6.362352538695012e+56,2109003246
400,8.348849393846729e+55,3.51265388755615e+113,5.92676462123826e+56,1919553226
401,1.3356930870723675e+57,9.088844820332752e+115,9.533543318374734e+57,2165824636
402,1.0075119383804115e+57,5.1357306873195215e+115,7.1664012498042e+57,2259313911
403,1.007946062467177e+57,5.167764514894237e+115,7.188716516106499e+57,2392995033
404,4.542340001463647e+56,1.0487832447734565e+115,3.2384923108963165e+57,2448776835
405,6.002537489443131e+57,1.842268256349565e+117,4.29216525351665e+58,2534582406
406,1.9037459972474957e+57,1.8546865300847323e+116,1.361868763899346e+58,2558372932
408,1.284565134060521e+57,8.478069644953678e+115,9.207643371109503e+57,1898473226
407,4.2262624039336504e+55,9.310884189850944e+112,3.0513741477981597e+56,2422212239
409,2.1084799543563782e+58,2.2857462333342425e+118,1.511868457682163e+59,2312773364
410,3.3911961788420105e+57,5.951312801211961e+116,2.439531266701036e+58,2192849968
411,4.220424674411366e+58,9.231961800455881e+118,3.03841435628123e+59,2294808221
412,1.3362420927615107e+58,9.250574508789134e+117,9.617990699095698e+58,2309215497
413,1.4062105863283356e+57,1.058736716685373e+116,1.0289493265877446e+58,2287557900
414,3.6032220702072356e+58,6.81562517684213e+118,2.6106752338891426e+59,2377349849
415,8.127513646219517e+57,3.4546116845614166e+117,5.877594477812685e+58,2203710061
416,9.192973705456537e+57,4.4139582199795975e+117,6.643762653782567e+58,2298704130
417,1.2435041240756323e+59,8.101284317646348e+119,9.000713481522645e+59,2402161776
418,4.5279625741961175e+59,1.0742388863331528e+121,3.2775583691723215e+60,2521397497
420,7.874416617230742e+57,3.421407977134312e+117,5.849280278063544e+58,2153045704
419,6.062059708502784e+58,1.9338533812374075e+119,4.397559983942695e+59,2626920493
421,7.361881663591633e+58,2.8657898649293567e+119,5.353307262738948e+59,2438530424
422,1.8578212066280216e+58,1.8327146555073015e+118,1.3537779195670542e+59,2478946894
423,1.9602889071906865e+61,2.058300865492037e+124,1.4346779657790931e+62,2494106634
424,9.670599793446649e+59,4.986132467067597e+121,7.061255176714403e+60,2224204471
425,7.951271784259183e+59,3.372625698296659e+121,5.8074311862446195e+60,2489512101
428,2.7890568716996185e+59,4.1785633031168373e+120,2.0441534441222452e+60,2341977779
427,3.7054237348516306e+59,7.387347991685018e+120,2.7179676215299214e+60,2497211308
426,1.7930852260589317e+59,1.7124999252125924e+120,1.30862520425544e+60,2636338085
429,5.171572120321786e+58,1.3709527224736588e+119,3.7026378738321937e+59,2572224707
430,1.4556430547171292e+60,1.1486202532601506e+122,1.0717370261683369e+61,2293595181
432,7.273362714255876e+59,2.899167006471513e+121,5.384391336512896e+60,2388218535
431,2.8127893800537835e+60,4.254073692325456e+122,2.0625405916794597e+61,2641919006
433,5.024848119738249e+59,1.4246352561101846e+121,3.7744340716327056e+60,2637580803
434,4.7917892584384235e+61,1.253594460399417e+125,3.5406135914547594e+62,2452112754
435,5.579033236947745e+61,1.7050573278612635e+125,4.129233982061641e+62,2523951498
436,3.499827725886545e+60,6.676593383254467e+122,2.5839104828252984e+61,2632252644
437,5.609798703956825e+61,1.7317963749440436e+125,4.161485762253721e+62,2422833414
438,6.093600195550143e+62,2.0512220376219312e+127,4.5290418828069266e+63,2536016456
439,2.3294743156018127e+59,2.59612744363998e+120,1.61125027343364e+60,2288183667
440,1.1336660210162235e+62,7.138461502058156e+125,8.448941650915904e+62,2728916856
441,1.5919985874779473e+62,1.412874114072823e+126,1.1886438129535791e+63,2745889446
442,5.80629356600836e+59,1.585290812358833e+121,3.981571062230125e+60,2515765123
443,6.369413319176747e+61,2.2787521712457796e+125,4.773627730820429e+62,2552412681
444,1.153083893987485e+62,7.437659147261239e+125,8.624186423809053e+62,2574718298
445,1.8706651414892264e+61,2.0188383077146914e+124,1.4208582996606985e+62,2603515789
446,4.1291785297638425e+61,9.60964829299128e+124,3.099943272544077e+62,2570210577
447,8.887571214699889e+61,4.472081280732156e+125,6.6873621710897015e+62,2561281781
448,1.867772344958668e+63,1.9483085309054925e+128,1.3958182298943843e+64,2753453442
450,1.4573243894654524e+63,1.2047152639184614e+128,1.0975952186113338e+64,2246806155
449,4.872270290513798e+62,1.3406139659704544e+127,3.661439561115893e+63,2699719465
451,4.1761908637078066e+63,9.894009657222606e+128,3.145474472511676e+64,2703230229
452,1.6396740179472137e+62,1.5527210344431152e+126,1.2460822743475308e+63,2389547878
453,1.0493846924308018e+63,6.286542203660839e+127,7.928771786134873e+63,2309598794
454,7.09996390334518e+61,2.6903168148762722e+125,5.186826404340396e+62,2877183781
455,4.7261130810166735e+63,1.267663201113665e+129,3.560425818794242e+64,2608472379
456,4.395956413723383e+63,1.1080931048026637e+129,3.328803245616454e+64,2703981424
457,1.3315093926348132e+64,1.018286458893223e+130,1.0091018079922477e+65,2802986823
458,4.111267294645682e+63,9.746517004384059e+128,3.12194122372348e+64,2831815540
459,1.8013547741954144e+64,1.8723918842165355e+130,1.368353713122647e+65,2850399525
460,5.27518091734462e+63,1.600249754210475e+129,4.0003121805810044e+64,2700705289
461,6.973152201944539e+65,2.8180170560942187e+133,5.3084998409100655e+66,2510875923
463,1.3061571205863402e+64,9.878025263503586e+129,9.938825515876404e+64,2812764841
462,1.0308703915132168e+65,6.168639208716558e+131,7.854068505377679e+65,2925023464
464,4.3464788864382317e+64,1.1092000923870084e+131,3.330465571638609e+65,3027098657
465,2.9791418315782404e+64,5.149828926454675e+130,2.2693234512635423e+65,3121113836
467,1.2622521746063463e+64,9.38220397942972e+129,9.686177770116404e+64,2752448987
466,7.148674801487341e+64,3.0043379141159806e+131,5.481184100279775e+65,2867797252
468,7.507377148176007e+64,3.3387287595931237e+131,5.778173378839652e+65,2779547087
469,2.4399497262204846e+64,3.6120415739152854e+130,1.9005371803559345e+65,2776297358
470,3.5227695676224995e+64,7.314643951121876e+130,2.704559844248575e+65,2808543982
471,1.7940588795232178e+65,1.897235275881144e+132,1.3774016392763383e+66,2779442003
472,1.213183964125095e+66,8.703642199293786e+133,9.329331272547773e+66,2889414981
473,6.960671850841525e+65,2.869671962375243e+133,5.3569319226356076e+66,2694611492
475,4.962609149437848e+65,1.4639686576346592e+133,3.826184336430564e+66,2812572737
474,2.030411714713903e+66,2.4439474892976577e+134,1.5633129850729374e+67,2895790107
476,2.470518616424836e+65,3.6406885043750665e+132,1.9080588314763952e+66,2501350684
477,1.9059257151265657e+66,2.180162378198583e+134,1.4765372931960043e+67,2927598666
479,2.967345057824952e+66,5.274080741088433e+134,2.2965366840284597e+67,2668917451
478,3.1215167830075026e+66,5.874009940917752e+134,2.4236356865085463e+67,2883179925
480,9.314844656203086e+65,5.252844988249416e+133,7.247651335604808e+66,2765795450
481,1.193804331016645e+67,8.604313153816391e+135,9.275943700678864e+67,2873794927
482,7.185446506345282e+66,3.146466382561177e+135,5.609337200205722e+67,2920963171
483,5.966012593459216e+66,2.14965357244939e+135,4.636435670263732e+67,2866354504
484,3.1558426524106572e+66,6.526604536389538e+134,2.55472200765358e+67,2943220449
485,6.421932633422917e+66,2.516958887922201e+135,5.016930224671458e+67,3014074950
487,3.950630915361338e+67,9.569214042923855e+136,3.093414625122836e+68,2243738937
486,1.799436203519056e+67,1.9816890098131216e+136,1.4077247635149144e+68,2861333660
488,5.222465812228974e+67,1.6742158449675644e+137,4.09171827594174e+68,3054910068
489,2.4931370317581187e+68,3.8135905448056836e+138,1.9528416589180198e+69,3008977839
490,1.4859201624373763e+67,1.3536270421185752e+136,1.1634547873117266e+68,3030061059
491,5.946844703466735e+67,2.1709864085082462e+137,4.659384517839503e+68,2953786957
492,3.2990492817339734e+67,6.692200698126554e+136,2.5869288158212926e+68,2688900318
493,2.4094403029634294e+68,3.592376705968631e+138,1.895356617095746e+69,2711652491
494,9.032829485413437e+68,5.064896435708301e+139,7.116808579488633e+69,3018654329
495,1.0686346446470669e+68,7.023743433473261e+137,8.380777668852254e+68,3090143412
496,3.2005931586567824e+68,6.493805706136335e+138,2.5482946662692552e+69,3033726339
497,3.2421886551902404e+68,6.565926106577033e+138,2.5624063117657655e+69,2960194984
498,2.5446974624022072e+69,4.060985889934621e+140,2.0151887975905932e+70,3222926632
499,4.61635361390523e+69,1.3397999087016815e+141,3.660327729454948e+70,3106687044
500,2.3336224473914607e+68,3.4074043985316996e+138,1.8459155989729595e+69,3250799536
501,1.3696361469961945e+68,1.1552037432863594e+138,1.0748040487858052e+69,3262002093
502,1.043912173295635e+70,6.954823177192836e+141,8.339558248008606e+70,3030826951
503,3.737094745906622e+68,8.695692825885373e+138,2.948846015967157e+69,3124407925
504,7.936960429049337e+68,3.9561597768761187e+139,6.289801091351076e+69,3451917771
505,4.160755592827838e+69,1.1011422091652013e+141,3.31834628868839e+70,3195408504
506,4.489341169428748e+69,1.241097865548627e+141,3.522921891766304e+70,2788057083
507,1.127369488832477e+70,8.079661971469167e+141,8.988693993828673e+70,3317716888
508,4.401175057409875e+68,1.1916801190977017e+139,3.452072014164394e+69,3401681786
509,1.3789439378553613e+70,1.2151442431593471e+142,1.1023358123363982e+71,2950384167
510,2.2956984299277116e+70,3.3676949193266145e+142,1.835128038946224e+71,3020379841
511,5.77241756311366e+70,2.129219134323812e+143,4.614346253071839e+71,3183913981
512,1.271324476776335e+71,1.0463402165124168e+144,1.022907726294223e+72,3396399786
513,1.1045572011865388e+70,7.896209858893212e+141,8.88606204057411e+70,3235539796
514,2.1298371026207148e+70,2.9071001812684543e+142,1.7050220471502573e+71,3262971837
515,2.90520581960323e+70,5.457757003098592e+142,2.3361842827779217e+71,3080091063
516,1.6448702354790003e+71,1.7545103834723072e+144,1.3245793232088093e+72,3385975069
517,3.507417704935285e+70,8.017162368671168e+142,2.8314594061492687e+71,3289392187
518,1.50720831085041e+71,1.4789535474234246e+144,1.2161223406481045e+72,3381266306
519,1.7217331853755313e+71,1.958616040906705e+144,1.3995056416130322e+72,3294917551
520,4.1465361576846474e+70,1.1659512330809695e+143,3.4146028071811946e+71,3269958760
521,3.1029984348286913e+70,6.360476532823941e+142,2.521998519591941e+71,3333300156
522,2.424293770647454e+70,4.4835229215332884e+142,2.1174330972980676e+71,3361671436
523,4.774521005092459e+71,1.709845237807567e+145,4.135027494234551e+72,3360924780
524,3.2975480656597133e+71,7.159685160196289e+144,2.675758800825719e+72,3388657719
525,2.6641038225611624e+72,4.682380674372371e+146,2.1638809288804157e+73,3497079967
526,1.2517862046379001e+73,1.037262477622279e+148,1.0184608375496228e+74,3405305125
527,2.055591722789817e+73,2.793106255878423e+148,1.6712588835600614e+74,3476000578
528,7.937391325190119e+72,4.179478989951064e+147,6.464889009063546e+73,3514429210
529,4.851936238383531e+72,1.5638701664998177e+147,3.954579834192019e+73,3369501849
530,3.7261937710484905e+73,9.223497903950741e+148,3.0370212221765495e+74,3375506631
531,9.579048307684192e+72,6.2199403746674856e+147,7.886659859958134e+73,3576378128
532,2.7318130897696634e+72,4.923930553919889e+146,2.218993139673913e+73,3361706536
533,3.8683290841257984e+73,1.017686782890966e+149,3.1901203470887523e+74,3471796635
534,5.041987780710259e+72,1.705030292155897e+147,4.129201244981766e+73,3569727868
535,3.5924537810303955e+73,8.665181448081767e+148,2.943668026133682e+74,3583251886
536,3.0254787816991097e+73,6.18934351955336e+148,2.48783912654202e+74,3723192679
537,1.1072223046063525e+74,8.27741375919016e+149,9.098029324634078e+74,3693408373
538,6.886121590789459e+73,3.2085591097937524e+149,5.664414453227935e+74,3819442074
539,6.053924183167336e+74,2.481549949478449e+151,4.981515782850084e+75,3748501621
540,2.8227955643724824e+74,5.404348291875559e+150,2.3247254228995643e+75,3916507514
541,1.0119352325404982e+74,6.988567758616249e+149,8.359765402579339e+74,3657704866
542,6.496024208889836e+73,2.8992059690539464e+149,5.384427517437621e+74,3778155604
543,1.7657720687423915e+74,2.1297971398588955e+150,1.459382451538628e+75,3616999065
544,1.852565076084028e+74,2.352023554934373e+150,1.5336308405005335e+75,3855014580
545,9.3420241742003e+74,5.991319213215406e+151,7.740361240417275e+75,3889828836
546,1.3756280170568426e+75,1.3035488278368968e+152,1.1417306284044835e+76,3833105447
547,3.29535049360116e+74,7.507981485272685e+150,2.7400696132165484e+75,3752047610
548,1.7041383146137071e+75,2.0043953045680283e+152,1.4157666843685891e+76,3985159726
549,1.5634520717015028e+75,1.6865962998384442e+152,1.2986902247412368e+76,3726287113
550,3.2231407611620924e+75,7.186017144242675e+152,2.6806747554007136e+76,3836788807
551,1.2532013492715848e+75,1.0815258720702412e+152,1.0399643609615865e+76,3722329530
552,3.291304953873559e+76,7.509846441076126e+154,2.740409903842147e+77,3384757684
553,1.9258737854288594e+75,2.5608715470029687e+152,1.6002723352613982e+76,4113683056
554,3.727845280001322e+75,9.634150265230724e+152,3.103892759943669e+76,4146793228
555,1.302885662808744e+75,1.166320305312873e+152,1.079963103681266e+76,3474164686
556,1.2454477075645421e+76,1.0855498010575088e+154,1.0418972123283126e+77,3969573138
557,1.4490407642137887e+75,1.4760416488105771e+152,1.2149245444926106e+76,4189491145
558,9.400338273876277e+76,6.209737766408333e+155,7.880188935811331e+77,3991605713
559,6.472296513229536e+76,2.9345853347458572e+155,5.417181310188775e+77,4298021824
560,6.444064119430121e+76,2.915922227148396e+155,5.399927987620201e+77,3673161046
561,4.481843031866846e+75,1.4065472193147656e+153,3.750396271482209e+76,4036780877
562,3.9911871975686744e+76,1.1240354929777066e+155,3.3526638557685836e+77,4003196297
563,1.7337131069329025e+78,2.1161688954839465e+158,1.4547057762599097e+79,3670765672
564,5.5882892840349476e+75,2.238076848019101e+153,4.730831690114436e+76,4015676369
565,3.650420663761689e+77,9.77594103153237e+156,3.1266501293768657e+78,4198363582
567,1.1342402698781897e+77,9.163001425120909e+155,9.572356776218127e+77,4040404908
566,1.1408478593383566e+76,9.098268453645792e+153,9.538484394098358e+76,4222012577
568,1.7293504150511326e+78,2.1348140067734073e+158,1.4611002726621494e+79,4081134590
569,4.010586015111871e+76,1.1410243476376345e+155,3.3779051905546943e+77,4138859830
571,2.5266846033402754e+77,4.569726582952002e+156,2.137691882136432e+78,3678022477
570,5.473867550738621e+77,2.1487742957063594e+157,4.635487348387826e+78,4091998096
572,2.568801564550404e+78,4.771346013061627e+158,2.1843410935706967e+79,4209236718
573,2.86134550296899e+77,6.084435885091961e+156,2.4666649316621747e+78,4186563701
574,3.4286507000865776e+78,8.472428649426803e+158,2.9107436591748856e+79,4126344925
575,1.1638120449013226e+78,9.626386568903923e+157,9.811415070673507e+78,4027780460
576,3.223013863264886e+78,7.4213098442096635e+158,2.7242081132339474e+79,4230842125
577,1.0816293869841312e+77,1.0343660283482401e+156,1.0170378696726292e+78,4175440412
578,2.7547382317481684e+78,5.481975158900707e+158,2.3413618171698085e+79,4143279359
579,1.6826768380873248e+79,2.056108043582374e+160,1.4339135411810483e+80,4046942219
580,2.009791830127073e+79,2.944509040979879e+160,1.7159571792384211e+80,3898351854
583,5.679739728511462e+79,2.3597372262944795e+161,4.857712657511228e+80,3558985592
581,2.0069570158440116e+79,2.948136322370576e+160,1.7170137804835976e+80,4296704866
582,5.81748907041026e+79,2.459439155447168e+161,4.959273288947855e+80,4386911544
584,3.0707236597575365e+79,6.962150544210186e+160,2.6385887410148227e+80,4489891053
585,4.5969402567447035e+79,1.5510620422667265e+161,3.938352501067834e+80,4275371420
586,5.755041797303674e+78,2.5859809045286716e+159,5.085254078734583e+79,3831836064
587,3.3755124743286377e+78,8.937499275590718e+158,2.989565064619052e+79,4437137075
588,1.4000354813314261e+80,1.4467587327679511e+162,1.2028128419533735e+81,4288506817
589,3.760969009845318e+80,1.0485516684894054e+163,3.2381347539739684e+81,4341929368
590,4.020239940510231e+79,1.204076530434447e+161,3.4699805913498233e+80,4384889345
591,2.3123764269503882e+81,3.9758329724948995e+164,1.9939490897449965e+82,4564040294
592,4.35659914741184e+80,1.4223698776497288e+163,3.7714319265362974e+81,4554638394
594,2.9715090559457544e+80,6.519408595908601e+162,2.5533132584758574e+81,4323964064
593,3.501509838433936e+80,9.17659576740352e+162,3.0292896473271616e+81,4682279144
595,3.7887903777188293e+81,1.0771617951682972e+165,3.2820143131441355e+82,4072726734
596,2.7072845640359975e+81,5.471959081579674e+164,2.3392218966099977e+82,4021589930
597,4.3374397105744654e+80,1.4086460997342446e+163,3.7531934399045365e+81,4762783265
598,1.276840042478152e+82,1.2206105823296123e+166,1.1048124647783498e+83,4546120422
599,1.3155239458723596e+82,1.309442078738306e+166,1.1443085592349233e+83,4624311256
600,2.384301904878389e+81,4.2854786406467815e+164,2.070139763553848e+82,4587824966
602,7.333018152488846e+81,4.041820829225559e+165,6.357531619445993e+82,4690858431
601,4.939220685621246e+82,1.842372861012476e+167,4.292287107140523e+83,4810880464
603,1.6513316172702994e+82,2.063474683715825e+166,1.4364799628661114e+83,4853593812
604,9.462498769316625e+81,6.7788929870353296e+165,8.233403298172227e+82,4966610960
605,1.0704457432016753e+82,8.732567357764481e+165,9.344820681941671e+82,4465037760
606,3.1849140858005835e+82,7.706153793138967e+166,2.7759960002022635e+83,4536604601
607,2.052112895096855e+84,3.210489910548108e+170,1.7917840022023047e+85,4593120895
608,2.1369773535183012e+81,3.4352469905553137e+164,1.8534419307211418e+82,4698132537
609,1.9291418820621807e+82,2.824596645721376e+166,1.6806536364526083e+83,4737306978
610,1.2235958077040118e+83,1.1498894029539636e+168,1.072328962097902e+84,4701392042
611,1.8999149841493843e+83,2.769191330364209e+168,1.6640887387288604e+84,4628086821
612,1.3756820230701031e+84,1.4506234893867918e+170,1.2044183199315725e+85,4546181003
613,4.1227239085131177e+83,1.3100846293577737e+169,3.61950912328975e+84,4611647167
614,4.322081813481699e+83,1.4415986032255843e+169,3.7968389526362377e+84,4694457759
615,5.954351487686084e+83,2.74042431020451e+169,5.234906217120332e+84,4814163050
616,5.918501729668436e+83,2.7117629252108637e+169,5.207459001481302e+84,4874755777
617,1.815863649251568e+85,2.5532620265247142e+172,1.597892995955835e+86,4748426586
618,1.6636413073341664e+85,2.1499956959320902e+172,1.4662863621858078e+86,4648449172
619,7.527272009923296e+83,4.413446613824681e+169,6.643377615208006e+84,4773719821
620,1.5978256419126325e+84,2.0012079784724406e+170,1.4146405827885897e+85,4773321282
621,2.670311980411236e+84,5.561709411463279e+170,2.358327672623819e+85,4710004367
622,7.682582573927008e+84,4.59266885471481e+171,6.776923236037731e+85,4851223269
623,7.811016800159426e+83,4.8315628398361026e+169,6.950944424922488e+84,4964143542
624,4.405482609238346e+87,1.5220532151684867e+177,3.901350042188584e+88,4394313750
625,2.163148020963814e+84,3.663349600590766e+170,1.913987878903826e+85,5325865695
626,4.841955228730452e+84,1.8447976800876132e+171,4.295110801932371e+85,5200527022
627,2.0596342720654748e+86,3.337592111429759e+174,1.8269078004731818e+87,5206163091
628,1.520089961636464e+84,1.810750899421795e+170,1.3456414453418841e+85,5220972679
629,3.631095268711553e+85,1.0418714007015868e+173,3.227803278859458e+86,5300414572
630,5.32896845689842e+85,2.2491877757232033e+173,4.742560253410813e+86,5184776876
631,4.981908257662331e+85,1.9640411186086514e+173,4.43175035241004e+86,4915953970
632,3.06605196552667e+85,7.466446400579187e+172,2.732479899391611e+86,5067686399
633,1.6401034850807805e+86,2.1087781090693506e+174,1.4521632515214502e+87,4987989754
634,4.158775862609007e+85,1.379921743890247e+173,3.714729793525024e+86,4980830040
635,8.713878942303933e+85,5.997406696702314e+173,7.744292541415461e+86,4793107558
636,2.1661927401384182e+86,3.7614702661225937e+174,1.939451021841643e+87,4894678582
638,9.079530054025098e+86,6.561503142913608e+175,8.10031057609127e+87,5028730915
637,1.2437944699885247e+86,1.2314018357775767e+174,1.1096854670480176e+87,5056307739
639,1.9470533188968572e+86,3.0567655728999665e+174,1.7483608245725384e+87,5026810349
640,1.2426541883069775e+85,1.2921944173400485e+172,1.1367472970454113e+86,5252353543
641,1.689500560908337e+86,2.271936690296724e+174,1.5072944935535072e+87,4891643330
642,2.1374039242847556e+87,3.7761416158331546e+176,1.9432296868443407e+88,5209823835
643,1.0440200044697078e+87,8.793795870478691e+175,9.37752412445774e+87,5232856425
644,5.427564619990362e+86,2.3890295255913764e+175,4.887769967573532e+87,5311097916
645,6.1367222089448546e+87,3.049520744834207e+177,5.522246594307617e+88,5447525454
646,5.832592368125508e+87,2.7475394333013616e+177,5.2416976575355445e+88,5134652159
647,1.0025982599936409e+88,8.166186484197628e+177,9.036695460287255e+88,5150028041
648,7.561223773058387e+87,4.631585439405262e+177,6.8055752434348e+88,5169545711
650,4.703533814015735e+87,1.7918605348146842e+177,4.2330373667316994e+88,5114663524
649,1.7389769704609996e+87,2.455461544685816e+176,1.5669912395051275e+88,5317858395
651,7.106708275871549e+86,4.078156087229243e+175,6.386044227242122e+87,5386663650
652,1.3213384742033919e+88,1.427983052529394e+178,1.1949824486281771e+89,5541547176
653,2.1873153947081577e+88,3.913753588224413e+178,1.978320901225181e+89,5177672174
654,1.2359007819403372e+89,1.2469003989585233e+180,1.1166469446331385e+90,5387163577
655,6.724996699128758e+88,3.7183256939255596e+179,6.097807551838251e+89,5163028854
656,4.7938718641851025e+88,1.888297050028914e+179,4.345454003932056e+89,5268142128
657,4.097538032815439e+89,1.3865229702978555e+181,3.7236043966805276e+90,5292792064
658,3.0725633444108615e+89,7.819534313854649e+180,2.7963430250694654e+90,5120892002
659,6.631985435370325e+91,3.626615472926624e+185,6.022138717205561e+92,5364140398
660,7.779868444937482e+89,5.0136946630095575e+181,7.08074477933611e+90,5732715675
661,2.9384939486547574e+88,7.109760285405557e+178,2.666413374817483e+89,5096095703
662,1.2424179687617688e+89,1.2956843026393099e+180,1.138281293283567e+90,5319818394
663,4.5417627499039334e+89,1.7174207159952255e+181,4.144177501019021e+90,5568004922
664,3.960392099061283e+88,1.2726695699875466e+179,3.567449467038807e+89,5238449256
665,2.43049075160595e+89,4.870420272229867e+180,2.2069028687801073e+90,5451127499
666,1.7598082474556235e+90,2.5903590160486456e+182,1.6094592309371014e+91,5587544908
667,4.296779951746963e+89,1.5545232045853999e+181,3.9427442278004795e+90,5630438051
668,1.0671746744257627e+90,9.586026331368453e+181,9.790825466409077e+90,5579986421
669,4.442195556966124e+90,1.6562222037827518e+183,4.069670998720599e+91,5465333742
670,1.0682503646726188e+90,9.671130468436058e+181,9.834190596300266e+90,5193935405
671,2.0911461143713272e+91,3.683704595234992e+184,1.91929794332068e+92,5384774628
672,5.167127163808829e+89,2.239649075013691e+181,4.7324930797769705e+90,5561048719
673,1.2570747646681186e+91,1.3344188092735689e+184,1.1551704676252631e+92,5523690720
674,8.020571628299016e+89,5.615491998740071e+181,7.493658651646785e+90,5607313873
675,8.526086956278083e+90,6.13725405122087e+183,7.83406283560508e+91,5306630350
676,2.3876531833849834e+90,4.8236870905135264e+182,2.1962893913402044e+91,5813202145
677,6.2232034564690536e+91,3.2877821611500473e+185,5.733918521526137e+92,5559892600
678,1.445967880872921e+91,1.777423067180077e+184,1.333200310223515e+92,5533209818
679,2.6076078424425206e+92,5.7893671068606e+186,2.4061103688028525e+93,5523606052
680,6.879661631830323e+90,4.0602197520303123e+183,6.3719853672386225e+91,5745198484
681,4.021850436174417e+91,1.3949998647714762e+185,3.734969698366342e+92,5736971030
682,1.3113288263544825e+92,1.4685801644674878e+186,1.211849893537763e+93,5666498692
683,5.157066761770563e+91,2.2846714001484148e+185,4.7798236370690656e+92,5772865785
684,2.552067090672362e+92,5.601600544247359e+186,2.366770065774738e+93,6003949049
685,3.021716212704771e+91,7.716956204529622e+184,2.7779410009086985e+92,5925056753
686,1.96664715123846e+92,3.2363130785305173e+186,1.7989755636279547e+93,5689911458
687,3.240820260313503e+91,8.197639074113017e+184,2.863151947437128e+92,5642160638
688,8.828592627435329e+92,6.750919481116675e+187,8.216397921909987e+93,6114864503
689,1.4980419863938028e+92,1.9374387756325361e+186,1.3919190980917448e+93,6012582772
