degree,λ,mae,mse,rmse,time
23,100000,16.353139571368313,288.89291105846354,16.996850033416884,0.056139282999993156
2,1e-09,7.545379952227194,84.13327502229534,9.172419256788,0.005662080000092828
10,0.001,54.183626749283704,5298.372781344308,72.78992225125884,0.029199242000231607
2,0.001,7.544012966650718,84.1035346794993,9.170797930360221,0.005550562999815156
23,1000,8.20528736072525,88.35613865460746,9.399794607043681,0.0414096550002796
15,1e-07,244.0239361337043,167860.12149967105,409.7073608072853,0.040956612000172754
10,0.0001,11.176859694488133,172.17815436079277,13.121667362069227,0.034567591000268294
16,0.1,26.01454298721232,1197.0019636149273,34.597716161835415,0.04798366699969847
25,1e-06,198.55645153352114,113078.47113059384,336.2714247904419,0.05894907999982024
6,1e-05,45.186128713205875,3438.681282905823,58.64027014693762,0.008651323000322009
5,0.1,9.258134756719228,126.30439394771447,11.238522765368876,0.006161885999972583
12,0.0001,51.45117864584553,7696.21122687107,87.72805267912351,0.027439469000000827
9,1000000000,19.049094477443216,384.1298726553073,19.599231430219586,0.011531643000125769
10,1,12.768016313367085,240.7411022776974,15.515833921439652,0.03179373400007535
2,1e-05,7.545366278089036,84.13297757108909,9.172403042337875,0.006718067000292649
23,100,5.17870586801909,43.74576362956749,6.614058030405198,0.04471894700009216
25,1e-08,2904.920946136837,34686860.09115003,5889.555169208455,0.04623833400000876
15,1e-08,609.6547941178407,1103226.539410073,1050.345914168315,0.050737003999984154
10,1e-05,76.37291872261882,15144.60291602419,123.06341014299981,0.03604537699993671
16,0.01,51.81945567660125,5076.244271438458,71.24776678211366,0.04662576500004434
6,1e-06,19.99560200155482,562.2602983105726,23.71202855747632,0.006170338999709202
25,1e-07,352.4611787064997,338891.03270541603,582.1434812015127,0.0480893260000812
12,1e-05,136.7129359828059,48148.516191774776,219.42770151413148,0.042348957999820414
6,0.0001,44.775644260937256,3420.6317327784627,58.48616702074485,0.004354356000021653
10,1e-07,71.26332501785613,12837.88455212477,113.30438893584295,0.03227225000000544
2,1e-06,7.545378586042417,84.1332453038761,9.172417636799803,0.005453522000152589
23,10,15.706947356793702,388.1289189459952,19.70098776574401,0.0450987740000528
25,1e-09,19873.942026168144,1556144715.7922604,39448.000149465886,0.040791988000364654
15,1e-09,916.2975502647289,2472271.989688644,1572.3460146191246,0.02922268800011807
6,1e-08,7.021282091462327,84.68203342524987,9.202284141736218,0.011689761000070575
5,1e-07,46.861565044473345,3691.5259881285833,60.757929425948866,0.005947894999735581
16,0.001,20.821240484850684,569.4952873808732,23.864100389096446,0.04252635400007421
3,1e-05,8.048788452418774,95.67239837979828,9.781226834083661,0.005239730999619496
7,1e-06,15.77359405521165,623.1361913010664,24.96269599424442,0.006161486999644694
12,1e-06,100.2537279720107,25542.574738115916,159.82044530696288,0.04362526999966576
16,0.0001,178.87102091681675,89222.69150315179,298.7016764317733,0.04134779100013475
24,0.001,34.929816146236746,4398.701243809708,66.32270534145684,0.05034910699987449
10,1e-08,64.04548295500952,10405.222129967198,102.0059906572511,0.028826690000187227
23,1,13.591820796549076,277.6696455736874,16.663422384783008,0.031243829000231926
12,1e-07,97.70809621494274,24717.789551921513,157.21892237234522,0.02658901299992067
25,1e-10,38374.05366500248,5814866641.069426,76255.2728738769,0.04879376600001706
15,1e-10,1148.9085117380941,4886192.417187742,2210.4733468621016,0.03815372100007153
3,0.0001,8.049952974029113,95.6997714242812,9.782625998385157,0.005218965000040043
3,1e-10,8.04865898311351,95.66935541103254,9.781071281359345,0.011359460999756266
6,1e-10,7.070435307101447,88.46646223808713,9.40566118027261,0.006216048000169394
16,1e-05,203.82538311951183,109565.56307745165,331.00689279447283,0.042654365000089456
25,0.001,36.94127684689476,4992.8362602876905,70.6600046722875,0.05394256600038716
3,10,5.57252310143615,47.98665665254845,6.927240190187463,0.005649705999985599
12,1e-08,186.54712596117497,95017.76495737745,308.24951736763103,0.03640165099977821
10,1e-09,115.42296599889475,35592.243405761255,188.65906658775043,0.03443265000032625
5,1000000000,19.049098834048877,384.1300366051893,19.5992356127781,0.011288618999969913
23,0.1,27.991646439397773,1426.128862919572,37.76412137094642,0.03551925500005382
24,1000000000,19.04909371789223,384.1298441501551,19.599230703018808,0.03544353000006595
14,1000000000,19.049093807614973,384.12984751608883,19.599230788887834,0.04617988300014986
10,1e-06,85.44984355126203,18451.01782535814,135.83452368730912,0.022293716999683966
12,1e-09,559.4294358789682,895510.4550147328,946.314141823281,0.0599797340000805
16,1e-06,120.5991548615258,37894.899685228,194.6661236199766,0.050920831999974325
1,10000,5.962866667232056,51.65800800051285,7.18735055500376,0.008974020000096061
2,1e-08,7.545379939919166,84.13327475456082,9.172419242193458,0.005343546999938553
9,10000000,19.02030431072051,383.0357266078707,19.571298541687792,0.011938234999888664
5,100000000,19.046518819547185,384.03190173100825,19.59673191455678,0.00596983299965359
23,0.01,52.42214820276652,5212.144411779916,72.19518274635722,0.04763213400019595
24,100000000,19.04646766305407,384.02997764692566,19.596682822532124,0.045276924000063445
14,100000000,19.046468560187332,384.03001129770735,19.596683681115724,0.04477053300024636
5,10000000,19.02073949845985,383.05207815875855,19.571716280356164,0.006232954000097379
23,0.001,32.472669515771095,3717.4576074304564,60.97095708147,0.04665364899983615
16,1e-07,315.1398091001175,287012.05944616586,535.7350646039196,0.046546496999781084
11,100000000,19.046470824020574,384.03009621222776,19.59668584766893,0.032669641000211413
10,1e-10,432.75998657548337,518321.52299055696,719.9455000141031,0.03127329600010853
9,1000000,18.760702975164634,373.2449275117923,19.319547808160323,0.027548598000066704
4,1e-07,12.06599448883015,216.78637219342275,14.723667076969065,0.005946968999978708
26,1e-05,187.7171467852001,89968.17149046795,299.94694779321884,0.05207960100005948
24,10000000,19.020228440439126,383.0328838753377,19.57122591651677,0.057542521999948804
14,10000000,19.020237402365822,383.03321952894714,19.571234491695897,0.045723804000317614
5,1000000,18.765012232842434,373.4045519798738,19.323678531270225,0.005725464000079228
23,0.0001,313.93159356314266,286941.38011656015,535.6690957266063,0.04591822099973797
16,1e-08,741.4893550973435,1659098.9273371662,1288.060141195731,0.033169455000006565
11,10000000,19.0202600175723,383.0340665555061,19.571256131263166,0.030312992999824928
22,0.0001,303.1271274458277,266099.1346710143,515.8479763176496,0.04446022299998731
5,10,9.995961512422674,152.85311896061745,12.363378137087672,0.006111237999903096
9,100000,16.359934850743144,289.1094709178441,17.003219428033155,0.027481393000016396
26,1e-06,194.6273525355936,108018.27949194927,328.6613446877337,0.05741177899972172
24,1000000,18.759951920215208,373.21719728365053,19.318830122024742,0.0437587659998826
24,1e-06,199.62631167671822,114464.2883188916,338.3257133575448,0.04183132200023465
14,1000000,18.76004060638944,373.22046965764173,19.318914815735425,0.0482465330001105
9,10000,4.860648793357718,33.288236923747,5.769595906451942,0.011608667000018613
5,100000,16.399098668631705,290.36773042422647,17.040179882390515,0.006036853000296105
23,1e-05,202.5215589859792,107384.08861758902,327.6951153398369,0.044708067999636114
16,1e-09,623.4422019801797,1076103.955167727,1037.3543055136597,0.04672437899989745
1,100,8.827787974023735,99.04002087460196,9.951885292476092,0.00479833300005339
9,1000,8.311750887449255,90.28902371026466,9.502053657513446,0.017829859999892506
6,0.001,26.81938986516344,1175.3218231906242,34.28296695431456,0.009576763000040955
5,10000,4.914302472881235,34.225123790641796,5.850224251312235,0.005867100000159553
11,10000,4.856428136238213,33.21036698057617,5.762843654011114,0.031644507000237354
2,100000,16.599259841375908,296.8990743684138,17.23075954125104,0.004927988999952504
26,1e-07,242.19181686748703,137706.70413271937,371.0885394790836,0.035799206999854505
24,100000,16.353131547937576,288.89265632214455,16.996842539782044,0.044665878000159864
14,100000,16.353932043083322,288.9180880905463,16.997590655458975,0.05777373900036764
9,100,4.676540873374645,35.70151108802287,5.975074149165253,0.01444845100013481
23,1e-06,197.42093639927847,111643.09221186764,334.13035212603427,0.03841061499997522
16,1e-10,2828.9900242095323,28475471.201962728,5336.241299075851,0.05456640600004903
5,1000,8.622041424649481,95.99700301109623,9.79780603048949,0.006098341000324581
11,1000,8.25623294998114,89.28037732569163,9.448829415630893,0.034559145999992325
26,1e-08,3923.4234612635196,63210304.35318872,7950.49082467169,0.042371784999886586
24,10000,4.853990600692331,33.161703117114484,5.758619896912323,0.05496797500018147
14,10000,4.854570878119773,33.17427408511194,5.75971128487461,0.03966533499988145
9,10,14.187172999057074,310.15564240659637,17.611236254351834,0.026683484999921347
23,1e-07,511.0919827361786,790896.9481895328,889.3238713705671,0.04697667399977945
8,0.1,13.706737543241237,287.87022913520434,16.96673890690855,0.02005034900003011
15,1000000000,19.04909377732862,384.12984638011943,19.599230759907886,0.04294043700019756
