,polynomial-regression-model-degree,residuals-min,residuals-max,residuals-µ,residuals-σ,mse,mae,rmse
658,659,1.0941754279756948e+22,1.4011125940493925e+24,3.142172208790874e+23,3.2980914704056716e+23,2.075065353686037e+47,3.142172208790874e+23,4.5552885239971755e+23
659,660,1.137341883378318e+22,1.3734436491028676e+24,2.4634777130412405e+23,2.7661576583170524e+23,1.3720350633316978e+47,2.4634777130412405e+23,3.7040991662369105e+23
660,661,1.0879901266810847e+22,1.2880635738784742e+24,2.3273187075870822e+23,2.6215543718149075e+23,1.228895969106666e+47,2.3273187075870822e+23,3.505561251934797e+23
661,662,1.5240225270704154e+21,1.1619428482529698e+24,2.1789473466012248e+23,2.4017819667847512e+23,1.0516368155232947e+47,2.1789473466012248e+23,3.2428950268599426e+23
662,663,4.058998455314835e+20,1.1070570925125728e+24,2.1175068692113444e+23,2.273998661917604e+23,9.654905255560285e+46,2.1175068692113444e+23,3.10723434191248e+23
663,664,1.7429264209303524e+24,3.717690526256736e+26,1.2447732064168521e+26,1.0728780640397918e+26,2.7005276757110624e+52,1.2447732064168521e+26,1.643328231276717e+26
664,665,3.975181035603751e+21,9.861210172204837e+23,3.352225677633851e+23,2.5288746962131445e+23,1.7632624222934857e+47,3.352225677633851e+23,4.199121839496308e+23
665,666,2.0536876443835665e+22,1.4586455895366614e+24,3.7856570115937276e+23,3.386103798210039e+23,2.5796897941681217e+47,3.7856570115937276e+23,5.079064671933329e+23
666,667,2.1912466728061134e+21,1.173530289598102e+24,2.708236240035332e+23,2.6338162329454048e+23,1.4271531480767436e+47,2.708236240035332e+23,3.777768055448539e+23
667,668,2.3922805081614366e+22,1.3816602501271878e+25,2.6983084148605536e+24,3.2119933955955276e+24,1.759776987505656e+49,2.6983084148605536e+24,4.1949695916724546e+24
668,669,1.061358016891099e+21,1.741170593915054e+24,4.6950323289242736e+23,4.6380195874047615e+23,4.355455426279432e+47,4.6950323289242736e+23,6.599587431256163e+23
669,670,1.6432114852078677e+21,1.6928096164109008e+24,4.691055525335752e+23,4.7313399073254036e+23,4.4391579260433055e+47,4.691055525335752e+23,6.662700598138344e+23
670,671,6.261695501622047e+21,2.3249190827934788e+24,4.355897221632348e+23,4.824754520988298e+23,4.2252096793221426e+47,4.355897221632348e+23,6.500161289785156e+23
671,672,1.481632172632822e+22,2.2444167659864983e+24,4.6916444578390864e+23,4.9380898193412884e+23,4.63962587826543e+47,4.6916444578390864e+23,6.811479926025937e+23
672,673,7.86157950484393e+21,1.695003470479451e+24,4.8022019769170504e+23,4.9446068426984436e+23,4.751028065596629e+47,4.8022019769170504e+23,6.892770172867095e+23
673,674,5.514377697251099e+22,4.797025909634469e+24,1.1621326507765976e+24,1.2710296264412918e+24,2.96606860929253e+48,1.1621326507765976e+24,1.7222278041224775e+24
674,675,1.009934635783593e+22,2.0989057039605559e+24,5.267446646529259e+23,5.8642228540231076e+23,6.213510385567925e+47,5.267446646529259e+23,7.882582308842658e+23
675,676,1.2142109681030122e+22,1.658521140647108e+24,4.800885197806388e+23,5.171686037955017e+23,4.979483515769534e+47,4.800885197806388e+23,7.056545554143e+23
676,677,1.1973301315508267e+21,9.519840444063349e+23,2.6924458391368142e+23,2.483641792354605e+23,1.3417741149415537e+47,2.6924458391368142e+23,3.663023498343348e+23
677,678,3.3870949883162007e+21,8.904078842734916e+23,2.6976358486304935e+23,2.5209941323880922e+23,1.363265058735155e+47,2.6976358486304935e+23,3.6922419459390186e+23
678,679,1.1449266814160707e+22,7.845747358709473e+23,2.787660344838494e+23,2.3774286230015492e+23,1.3423217055652112e+47,2.787660344838494e+23,3.6637708792516095e+23
679,680,1.470765422130116e+21,7.915035439190983e+23,2.691133046140999e+23,2.369808100784252e+23,1.2858187506574791e+47,2.691133046140999e+23,3.585831494447946e+23
680,681,4.872145056701599e+21,9.068211492416968e+23,2.344031379572586e+23,2.4092876280309518e+23,1.1299149983003971e+47,2.344031379572586e+23,3.36142082801365e+23
681,682,3.5472247516118968e+22,3.7244582594030637e+24,9.320597167196449e+23,1.0037305625505107e+24,1.87621035772947e+48,9.320597167196449e+23,1.3697482826159957e+24
682,683,1.0077941609057458e+23,6.129873305339644e+25,1.471632691439152e+25,1.5508354286504095e+25,4.570793305269741e+50,1.471632691439152e+25,2.1379413708681867e+25
683,684,3.943349382311718e+21,2.4003126439883365e+24,6.553045970898461e+23,6.6697065479679e+23,8.742739693271443e+47,6.553045970898461e+23,9.350261864392591e+23
684,685,8.399852838466439e+21,8.236734074772189e+23,2.3982633238582565e+23,2.314049780144562e+23,1.110649335555075e+47,2.3982633238582565e+23,3.3326405980169465e+23
685,686,7.223666824002979e+21,8.042070278422444e+23,1.9462759111035762e+23,1.9345111073613208e+23,7.530323146646378e+46,1.9462759111035762e+23,2.7441434267629632e+23
686,687,3.28381349568264e+21,2.521614613903962e+24,4.705367317554335e+23,5.375285915679883e+23,5.103418026841498e+47,4.705367317554335e+23,7.143821125169287e+23
687,688,5.580129186077657e+22,4.276539445222963e+24,1.1646194561416024e+24,1.1556785911591358e+24,2.6919314836871265e+48,1.1646194561416024e+24,1.6407106642205769e+24
688,689,1.3203896563890548e+22,1.5468803804932088e+24,4.0006783699759747e+23,4.074481460442671e+23,3.2606826591484665e+47,4.0006783699759747e+23,5.7102387508303596e+23
689,690,1.5837546693537223e+22,1.399265136413318e+24,3.686495373364672e+23,3.692863380921398e+23,2.7227488087989357e+47,3.686495373364672e+23,5.217996558832648e+23
690,691,1.2368705247182013e+22,1.8371532978691426e+24,4.730580263118828e+23,5.16390771724896e+23,4.904433253807277e+47,4.730580263118828e+23,7.003165893942023e+23
691,692,1.225182980248596e+21,1.797126281656147e+24,4.4538346775941074e+23,4.487503532978321e+23,3.997433129383271e+47,4.4538346775941074e+23,6.322525705272594e+23
692,693,1.6953480139741072e+21,1.1532721633272767e+24,2.650903738077808e+23,2.6987555959427556e+23,1.4310572395187233e+47,2.650903738077808e+23,3.782931719604153e+23
693,694,2.8551321290539646e+22,1.3070345125087227e+24,2.9279942467042573e+23,3.005654680518723e+23,1.7607110367257341e+47,2.9279942467042573e+23,4.1960827407544456e+23
694,695,9.321114370982464e+21,1.3426772914183244e+24,2.953402145358273e+23,2.9852019238006907e+23,1.7634014758070194e+47,2.953402145358273e+23,4.199287410748423e+23
695,696,2.0872553292980663e+22,1.0917099685599403e+24,2.1989984418129162e+23,2.458752357753974e+23,1.0881057303856358e+47,2.1989984418129162e+23,3.298644767757868e+23
696,697,1.2189535966845726e+21,9.43755762656762e+23,1.643401634403529e+23,2.1047010100002092e+23,7.130535273456092e+46,1.643401634403529e+23,2.670306213424987e+23
697,698,6.744939819677698e+21,6.427255119448585e+23,2.176932492671369e+23,1.694549514404663e+23,7.61053313441746e+46,2.176932492671369e+23,2.7587194736720622e+23
698,699,1.4463157275473425e+21,5.9158408080664684e+23,1.8384809624825223e+23,1.560952940502927e+23,5.816586331875395e+46,1.8384809624825223e+23,2.4117600071058886e+23
699,700,1.889810195628249e+21,2.0135828187447157e+24,5.732823576256857e+23,5.243292739910432e+23,6.03573849128839e+47,5.732823576256857e+23,7.769001538993535e+23
700,701,5.488707235856888e+21,3.039660735917814e+24,9.290524637243559e+23,8.073726518851755e+23,1.514989079364396e+48,9.290524637243559e+23,1.2308489262961543e+24
701,702,1.0616358477658682e+22,3.431697481737588e+24,9.27878621998507e+23,8.23044801545431e+23,1.5383614825128058e+48,9.27878621998507e+23,1.240307011393875e+24
702,703,2.0961775953016554e+22,9.692893910402354e+23,3.456266664542049e+23,2.8658484187073068e+23,2.0158866415431795e+47,3.456266664542049e+23,4.489862627679359e+23
703,704,4.507516984395169e+21,4.663660067685752e+24,1.047952755192571e+24,1.0129498693246458e+24,2.124272414880517e+48,1.047952755192571e+24,1.457488392708675e+24
704,705,4.817405263638501e+21,6.420346989850441e+23,1.561920293531725e+23,1.4733928635295159e+23,4.610481533645937e+46,1.561920293531725e+23,2.1472031887192085e+23
705,706,4.355713874445474e+21,4.726234270031492e+23,1.2952391789645885e+23,1.2115068202050295e+23,3.1453933061281633e+46,1.2952391789645885e+23,1.773525671121837e+23
706,707,4.251769348584133e+20,6.201603869791589e+23,1.071736004684179e+23,1.1813295212175336e+23,2.5441575014364536e+46,1.071736004684179e+23,1.5950415359596294e+23
707,708,7.056273990185423e+20,5.1219873430345654e+23,8.609023785286034e+22,1.0195025894651678e+23,1.7805384352823893e+46,8.609023785286034e+22,1.3343681783085166e+23
708,709,1.1293815096553253e+21,4.54691749958343e+23,1.1292113831647547e+23,1.0561699635357512e+23,2.3906133397439685e+46,1.1292113831647547e+23,1.546160838898712e+23
709,710,3.278471590016635e+21,4.8380846893361734e+23,9.168508279185916e+22,9.547564988650816e+22,1.7521754127801156e+46,9.168508279185916e+22,1.3236976289093048e+23
710,711,9.271355283901619e+22,1.5591018999827687e+25,4.095974185722393e+24,4.401851227100674e+24,3.6153298755631927e+49,4.095974185722393e+24,6.012761325350601e+24
711,712,2.4023412938261364e+22,1.5155946776349413e+24,3.6447749313225884e+23,3.619002683609965e+23,2.6381564723973703e+47,3.6447749313225884e+23,5.136298737804656e+23
712,713,4.647148823890037e+20,3.926784756056732e+23,7.943818311594448e+22,8.887310121981496e+22,1.42088530571898e+46,7.943818311594448e+22,1.1920089369291573e+23
713,714,9.83649294088798e+21,7.357685701541591e+23,2.0056264847411904e+23,2.041834584357345e+23,8.191626066173038e+46,2.0056264847411904e+23,2.8621016869030068e+23
714,715,1.9253297127383965e+21,4.0756108373234154e+23,9.146037320344883e+22,1.0340805030173802e+23,1.905822473372092e+46,9.146037320344883e+22,1.380515292697655e+23
715,716,8.264049369654069e+20,3.713099783977771e+23,9.792698343338088e+22,9.163649809683909e+22,1.7986941867813652e+46,9.792698343338088e+22,1.3411540503541587e+23
716,717,1.015303613118935e+21,3.183903460037698e+23,7.757845023535035e+22,7.791119958895775e+22,1.2088570962309143e+46,7.757845023535035e+22,1.0994803755551593e+23
717,718,2.178724850988663e+21,3.672325101960739e+23,7.36063606106659e+22,9.288291652489674e+22,1.4045132504518324e+46,7.36063606106659e+22,1.185121618422275e+23
718,719,6.544433236742615e+20,4.463708598766154e+23,7.793505812595615e+22,1.0021404010040385e+23,1.611672711834151e+46,7.793505812595615e+22,1.2695167237315746e+23
719,720,2.4203313358023667e+21,6.446135516142133e+23,1.2782778530236346e+23,1.4476920807787293e+23,3.7298066302801586e+46,1.2782778530236346e+23,1.9312707294111197e+23
720,721,1.8379818691101907e+22,2.1197063650992215e+24,7.159714692609119e+23,5.7171310205012785e+23,8.394710158514089e+47,7.159714692609119e+23,9.162265090311504e+23
721,722,1.163251960432863e+22,1.0511006665514893e+24,3.528374247532735e+23,2.6359874338938277e+23,1.9397854582298365e+47,3.528374247532735e+23,4.404299556376515e+23
722,723,4.659993745161322e+22,4.0784611469854566e+24,1.3163602439374935e+24,1.0492502806718346e+24,2.833730443309102e+48,1.3163602439374935e+24,1.6833687781674883e+24
723,724,1.3578860157108524e+22,1.1838639964427143e+24,4.558418050674924e+23,3.586278487950119e+23,3.3640568517852756e+47,4.558418050674924e+23,5.8000490099526536e+23
724,725,9.691160921744844e+22,8.693046126919415e+24,1.7506813146910987e+24,2.0806089247117196e+24,7.393818563198613e+48,1.7506813146910987e+24,2.719157693698292e+24
725,726,9.327159852508924e+22,8.00050463852499e+24,1.629035061732273e+24,1.9265970736146506e+24,6.365531516413606e+48,1.629035061732273e+24,2.5230004986946804e+24
726,727,8.939294859175555e+21,6.667056084547005e+24,1.5398840390047023e+24,1.6247643351652066e+24,5.011101998406271e+48,1.5398840390047023e+24,2.238549083314072e+24
727,728,1.2419734362466403e+22,2.4167473150727902e+24,4.6729214572835444e+23,4.7079658825542854e+23,4.400113769723613e+47,4.6729214572835444e+23,6.633335337312304e+23
728,729,1.2794008893538018e+22,1.631377120454608e+24,4.712819417901396e+23,4.165956076130477e+23,3.956585689399688e+47,4.712819417901396e+23,6.29013965616002e+23
729,730,1.2061908166273936e+22,1.6383479125205737e+24,4.98832782109988e+23,4.344929009434739e+23,4.376182254778662e+47,4.98832782109988e+23,6.615271917902289e+23
730,731,2.757725505898928e+20,1.870608162863052e+24,5.910620336657311e+23,5.155362718650048e+23,6.1513197524953785e+47,5.910620336657311e+23,7.843034968999806e+23
731,732,1.0459143206036805e+22,1.7259464165501555e+24,6.075433573870725e+23,5.131634707682789e+23,6.324456788361025e+47,6.075433573870725e+23,7.952645338729135e+23
732,733,2.1305978174289687e+21,1.5713625022700815e+24,4.7665276106618246e+23,3.945961339676869e+23,3.829039635742598e+47,4.7665276106618246e+23,6.187923428536102e+23
733,734,2.8603613510127793e+21,1.578697196108859e+24,4.0152238024724366e+23,3.504193319363701e+23,2.8401393003414394e+47,4.0152238024724366e+23,5.329295732403522e+23
734,735,2.5781142401477176e+22,1.599516257973024e+24,4.6197987925836075e+23,4.166390182045563e+23,3.870134803300262e+47,4.6197987925836075e+23,6.221040751594754e+23
735,736,6.94212726967979e+21,1.7989320177703558e+24,4.274441802500994e+23,3.76759477302048e+23,3.246562309665918e+47,4.274441802500994e+23,5.697861273904374e+23
736,737,2.807252442936352e+22,4.971183653689737e+24,1.2115066402180958e+24,1.0736678358537038e+24,2.6205109610393144e+48,1.2115066402180958e+24,1.618799234321327e+24
737,738,1.882712949880785e+23,2.2264754910513763e+25,5.90695667576006e+24,5.322181192105531e+24,6.321774981090821e+49,5.90695667576006e+24,7.950959049756716e+24
738,739,1.0030678809885412e+22,2.586460351632519e+24,6.388068485236122e+23,6.152046913107768e+23,7.865510019314572e+47,6.388068485236122e+23,8.868771064422946e+23
739,740,7.003623270328371e+21,1.535215869582394e+24,3.248583579407924e+23,3.2723549719091786e+23,2.1261602334577524e+47,3.248583579407924e+23,4.6110305067931964e+23
740,741,6.381622553789897e+21,1.4125040630299495e+24,3.238007596598519e+23,3.4379848129712746e+23,2.230443276985085e+47,3.238007596598519e+23,4.72275690353112e+23
741,742,2.863067320041582e+20,1.2064863668178017e+24,2.8843527160202082e+23,3.1418567680150506e+23,1.8190754541135122e+47,2.8843527160202082e+23,4.265062079399915e+23
742,743,4.827629445747757e+22,4.4096171403117384e+24,1.1118184650390348e+24,1.136504606923915e+24,2.527783020761038e+48,1.1118184650390348e+24,1.589900317869343e+24
743,744,9.440318379877039e+21,9.435226699368398e+23,2.2144329303618732e+23,2.4404856324404847e+23,1.0859683325219506e+47,2.2144329303618732e+23,3.2954033630527696e+23
744,745,5.145059154876885e+21,8.867766201386727e+23,2.1163728184322862e+23,2.026201237289881e+23,8.584525360594063e+46,2.1163728184322862e+23,2.9299360676632626e+23
745,746,1.3937337973560232e+22,1.3784378219492937e+24,3.728443369270603e+23,3.5766896851773246e+23,2.6693999061911804e+47,3.728443369270603e+23,5.1666235649514666e+23
746,747,9.640672768460256e+21,1.1552461810828509e+24,2.6203208013377162e+23,2.5658945970753535e+23,1.344989618522361e+47,2.6203208013377162e+23,3.6674100105147247e+23
747,748,6.075431040348682e+21,1.1175570917502862e+24,2.5155848688710114e+23,2.486245073098747e+23,1.2509581796000579e+47,2.5155848688710114e+23,3.5368887169376106e+23
748,749,6.17513083375741e+20,6.976232751724523e+23,1.372516014313705e+23,1.7338030017947794e+23,4.889873058580169e+46,1.372516014313705e+23,2.2113057361161456e+23
749,750,6.408146669759594e+21,6.609986682014237e+23,1.6013982021108155e+23,1.8510559576826907e+23,5.990884360196336e+46,1.6013982021108155e+23,2.4476283133262568e+23
750,751,9.383501930654796e+20,6.729133261571345e+23,1.3795276753031001e+23,1.5198489849366443e+23,4.2130375439401233e+46,1.3795276753031001e+23,2.0525685235675138e+23
751,752,3.1885296946380485e+20,8.198570430222931e+23,1.2992384098508716e+23,1.832730262375409e+23,5.046920660258457e+46,1.2992384098508716e+23,2.2465352568474098e+23
752,753,2.589931300294104e+21,6.843948400196363e+23,1.2356075061115723e+23,1.5055293143383241e+23,3.793344425491284e+46,1.2356075061115723e+23,1.947651001974246e+23
753,754,4.8224933249620954e+20,5.6060235178962404e+23,1.099261486345117e+23,1.4607002091167487e+23,3.3420209162753897e+46,1.099261486345117e+23,1.8281195027337215e+23
754,755,2.5068531728060105e+21,6.35208115224835e+23,1.136081791173112e+23,1.5026738687260837e+23,3.5487105919873216e+46,1.136081791173112e+23,1.883802163707039e+23
755,756,4.076942668791158e+20,1.2543592841007943e+24,2.181155393482114e+23,2.232835656230946e+23,9.742993918252397e+46,2.181155393482114e+23,3.121376926654709e+23
756,757,9.153610511602388e+21,2.4930086250200843e+24,7.133398820795688e+23,7.113511417061888e+23,1.0148742341719915e+48,7.133398820795688e+23,1.0074096655144775e+24
757,758,1.6467438843857465e+22,2.6106677610267053e+24,7.433884750813436e+23,7.271677148011978e+23,1.0813993103329616e+48,7.433884750813436e+23,1.0399035101070491e+24
758,759,9.831950505930297e+21,1.218410902203324e+24,2.7314081913700163e+23,2.787000974898675e+23,1.5227965141969383e+47,2.7314081913700163e+23,3.9023025436233645e+23
759,760,1.511973689301926e+21,6.94025320852449e+23,1.678045913303746e+23,1.8005047549809265e+23,6.05765545986433e+46,1.678045913303746e+23,2.4612304767868306e+23
760,761,1.4022121743024537e+21,6.741642939447793e+23,1.6124886360056443e+23,1.7156888069712542e+23,5.543707683613788e+46,1.6124886360056443e+23,2.3545079493630484e+23
761,762,8.15816685328976e+20,6.711249187206566e+23,1.7590969170924212e+23,2.0157737091682213e+23,7.157765610297869e+46,1.7590969170924212e+23,2.6754000841552406e+23
762,763,1.0299812650073824e+20,6.782003645730605e+23,1.7219861307823987e+23,1.9450926227219016e+23,6.748621545574102e+46,1.7219861307823987e+23,2.5978109141302223e+23
763,764,7.672144325393347e+20,7.632659298351782e+23,1.8338850949024977e+23,2.0922614851806406e+23,7.740692663675844e+46,1.8338850949024977e+23,2.7822100322721583e+23
764,765,7.727076351273861e+17,7.584376399550842e+23,2.1821306254202382e+23,2.235527983249596e+23,9.759279430288929e+46,2.1821306254202382e+23,3.123984543862042e+23
765,766,1.9379117238726536e+22,2.2211755333137033e+24,4.706315566674065e+23,5.4835966984109313e+23,5.22192389639419e+47,4.706315566674065e+23,7.226288048780086e+23
766,767,5.376328923416206e+21,8.448828867653942e+23,1.4613540322632858e+23,1.691018686365842e+23,4.995099805250623e+46,1.4613540322632858e+23,2.234971992050599e+23
767,768,1.4863354931483781e+21,6.66969106186017e+23,1.656475596895098e+23,1.790122485468477e+23,5.948449916088808e+46,1.656475596895098e+23,2.4389444266093494e+23
768,769,9.576688001498372e+21,1.1827221646904048e+25,2.5814406765758136e+24,2.6694110379669814e+24,1.3789591256300152e+49,2.5814406765758136e+24,3.7134338901211303e+24
769,770,7.988496444585459e+21,7.724165991086582e+23,1.596116398762396e+23,1.7823333369060018e+23,5.724299682244722e+46,1.596116398762396e+23,2.3925508734914545e+23
770,771,1.8551438339708708e+21,1.5365969803470664e+24,2.875508824554723e+23,3.617423526505539e+23,2.1354303970207857e+47,2.875508824554723e+23,4.6210717339387686e+23
771,772,3.5912518282490906e+21,9.89462477720654e+23,1.4759246691767957e+23,1.8901049347784524e+23,5.750850293558493e+46,1.4759246691767957e+23,2.3980930535653727e+23
772,773,1.0005042771954825e+21,9.330649831593213e+23,1.4206277747062264e+23,1.7869153180346376e+23,5.211249628093595e+46,1.4206277747062264e+23,2.2828161616944967e+23
773,774,4.3175242675127383e+21,4.494540931988747e+23,9.014514572844932e+22,9.273232693358692e+22,1.6725431756921008e+46,9.014514572844932e+22,1.2932684082169876e+23
774,775,1.1140582488206339e+21,6.958254776088172e+23,1.122263749970263e+23,1.4341090864896406e+23,3.316144796449469e+46,1.122263749970263e+23,1.821028499625821e+23
775,776,3.784471850280391e+21,6.887617023393173e+23,1.3742150218719193e+23,1.546305757782903e+23,4.279528422890998e+46,1.3742150218719193e+23,2.0687021107184567e+23
776,777,1.6613386057951897e+21,1.3740742452507428e+24,3.1697487087448275e+23,3.7432012341088264e+23,2.4058862355623344e+47,3.1697487087448275e+23,4.904983420524818e+23
777,778,2.6808256332756964e+21,1.2603227454641534e+24,2.662271111655196e+23,3.234226891048086e+23,1.754791105473236e+47,2.662271111655196e+23,4.189022684914986e+23
778,779,2.952629152500815e+20,2.2203389572116742e+24,5.665226618781565e+23,6.282313728430166e+23,7.156225842457335e+47,5.665226618781565e+23,8.459447879417033e+23
779,780,4.376631931409063e+21,1.6894266764360107e+24,3.385011322939273e+23,4.3600314754826196e+23,3.0468176123626236e+47,3.385011322939273e+23,5.5197985582470525e+23
780,781,6.35830889871568e+21,1.6863689229949702e+24,3.3839382867833865e+23,4.3589415096347643e+23,3.045140941317548e+47,3.3839382867833865e+23,5.51827957004495e+23
781,782,2.1748312079295159e+21,1.6999841804367847e+24,3.390036581722629e+23,4.3351869638060295e+23,3.028619403657139e+47,3.390036581722629e+23,5.5032893833207964e+23
782,783,1.7949639896533817e+21,1.4025441803582557e+24,3.1403168814442675e+23,3.7313500710183075e+23,2.3784563468372174e+47,3.1403168814442675e+23,4.876942020197921e+23
783,784,7.900869190635869e+21,3.7094844182208516e+24,6.968032186653795e+23,7.87476868450749e+23,1.1056545438874307e+48,6.968032186653795e+23,1.0515010907685407e+24
784,785,7.615344151632732e+21,2.67592536052812e+24,5.775096496556757e+23,5.930946960352278e+23,6.852787139105404e+47,5.775096496556757e+23,8.278156279695016e+23
785,786,7.506823515258959e+21,3.414884526345317e+24,5.953461084886545e+23,6.619785348626802e+23,7.926525695115253e+47,5.953461084886545e+23,8.903103781892725e+23
786,787,1.3240259695490955e+21,9.469788048549769e+23,2.348984939453052e+23,2.522632496256418e+23,1.1881404956946148e+47,2.348984939453052e+23,3.446941391574006e+23
787,788,7.670347367639828e+21,9.984612499028888e+23,2.2115705606617884e+23,2.3562222364265477e+23,1.0442827572216819e+47,2.2115705606617884e+23,3.231536410473634e+23
788,789,7.687438040237148e+21,1.0640845011855305e+24,2.534216315343375e+23,2.548824373441534e+23,1.2918758019602183e+47,2.534216315343375e+23,3.5942673828754284e+23
789,790,1.8257755110679134e+21,1.021201515788826e+24,2.4513544237489022e+23,2.5523786080320338e+23,1.2523775069572859e+47,2.4513544237489022e+23,3.5388946112554494e+23
790,791,1.3226185794820825e+21,7.498716530749181e+23,1.695909545427496e+23,1.6095465534680545e+23,5.46674929405299e+46,1.695909545427496e+23,2.338108058677569e+23
791,792,1.6383943502664727e+21,1.0604061571806708e+24,2.2989271489884104e+23,2.5726329895905513e+23,1.19035065354856e+47,2.2989271489884104e+23,3.450145871624213e+23
792,793,1.078717876511818e+22,3.353797559172743e+24,8.277581372417394e+23,8.465863479681335e+23,1.4018919783359362e+48,8.277581372417394e+23,1.1840151934565435e+24
793,794,3.0719065942279573e+22,2.1154989014931395e+24,5.035057750915759e+23,4.8825529760186934e+23,4.919113011868585e+47,5.035057750915759e+23,7.01363886429048e+23
794,795,9.959090083829792e+21,1.883401413355804e+24,5.6540818967599495e+23,5.074666296353303e+23,5.772088011461275e+47,5.6540818967599495e+23,7.597425887405073e+23
795,796,9.639482133207126e+21,1.88601178200641e+24,5.6636207539806315e+23,5.084577544582736e+23,5.792952885179514e+47,5.6636207539806315e+23,7.611145042094201e+23
796,797,1.6959211800190698e+22,1.8550635867727608e+24,5.1178558094837534e+23,4.558500192812373e+23,4.697237209453703e+47,5.1178558094837534e+23,6.853639332102108e+23
797,798,9.142157735896201e+20,5.910506919339403e+23,1.6020634299246088e+23,1.6817345109426787e+23,5.394838198797413e+46,1.6020634299246088e+23,2.322679099401683e+23
798,799,3.2569007167688975e+21,5.9904781155930123e+23,1.5577535535710023e+23,1.6745696948296324e+23,5.230779796504895e+46,1.5577535535710023e+23,2.287089809453248e+23
799,800,1.951704418341931e+22,1.0791693774152128e+24,2.9502963955619007e+23,2.522643815662543e+23,1.506798064236602e+47,2.9502963955619007e+23,3.8817496882676525e+23
800,801,1.0918318602833499e+21,8.590239959204302e+23,2.029247431957161e+23,2.062315401305591e+23,8.370989954566973e+46,2.029247431957161e+23,2.8932663124169842e+23
801,802,1.080984194314325e+22,1.5148853678711033e+24,4.356959635371292e+23,3.781942948369889e+23,3.328618972897947e+47,4.356959635371292e+23,5.769418491406172e+23
802,803,1.7075075696424816e+21,1.0280052480729996e+24,2.7815136861011737e+23,2.9368468859159464e+23,1.636188801728233e+47,2.7815136861011737e+23,4.0449830676137975e+23
803,804,6.101241913085337e+21,8.493796668979879e+23,2.316683873642299e+23,2.4397619602156716e+23,1.1319462592909703e+47,2.316683873642299e+23,3.3644409034651955e+23
804,805,1.391541212996863e+22,1.3664502650890168e+24,3.320731072615153e+23,3.3435085090199604e+23,2.220630400652066e+47,3.320731072615153e+23,4.712356523706654e+23
805,806,2.1417342605804765e+22,2.677986407198706e+24,6.466788666301848e+23,6.982099319629954e+23,9.056906656378714e+47,6.466788666301848e+23,9.516778160900208e+23
806,807,3.3930353694583325e+22,2.8627349358458857e+24,6.984185560692016e+23,7.540181937123563e+23,1.0563319159110329e+48,6.984185560692016e+23,1.0277800912213823e+24
807,808,2.5789141258738524e+21,1.3372370246662824e+24,3.121503942553075e+23,3.0052441630522214e+23,1.8775279342933833e+47,3.121503942553075e+23,4.3330450428000203e+23
808,809,8.853166605608493e+20,1.7231116936666152e+24,4.7987112970025303e+23,4.5286806912540414e+23,4.353657891531688e+47,4.7987112970025303e+23,6.59822543683655e+23
809,810,1.2636613721115727e+21,5.908519862249604e+23,1.8306601723510998e+23,1.8147777652111345e+23,6.644735003737278e+46,1.8306601723510998e+23,2.5777383505191674e+23
810,811,3.0695352481038247e+21,6.318055465259175e+23,1.2948690566850169e+23,1.150643443263345e+23,3.0006662074852714e+46,1.2948690566850169e+23,1.732243114428593e+23
811,812,2.4641610225652513e+21,7.614406418448203e+23,1.934819294888367e+23,1.7769607843896383e+23,6.901115333130956e+46,1.934819294888367e+23,2.6269973987674515e+23
812,813,6.305708706858474e+19,9.822266245201815e+23,2.4508391115098446e+23,2.375737810614207e+23,1.1650742495288355e+47,2.4508391115098446e+23,3.4133183993422525e+23
813,814,3.510535566462508e+21,6.720188759736186e+23,1.6520442271146687e+23,1.6946904952650904e+23,5.601226003084741e+46,1.6520442271146687e+23,2.3666909394943695e+23
814,815,1.1122870476036149e+21,7.060475237994571e+23,1.7037095055888135e+23,1.8573406475435346e+23,6.352340360451116e+46,1.7037095055888135e+23,2.5203849627489678e+23
815,816,6.629323068584283e+20,6.498503218918741e+23,1.4222247126484463e+23,1.3391528564143135e+23,3.816053506110571e+46,1.4222247126484463e+23,1.9534721667099768e+23
816,817,1.6695067955038467e+20,6.513724576886716e+23,1.4415993970406743e+23,1.3631388060983741e+23,3.936356226239337e+46,1.4415993970406743e+23,1.9840252584680814e+23
817,818,1.4338420672186433e+21,6.438923029225852e+23,1.3981572811592255e+23,1.3095932189572951e+23,3.669878181997487e+46,1.3981572811592255e+23,1.9156926115631096e+23
818,819,5.534880253329806e+21,6.482886960466017e+23,1.5018262145903477e+23,1.399052729803141e+23,4.212830519600393e+46,1.5018262145903477e+23,2.0525180923929497e+23
819,820,2.4858247179209183e+21,6.97900301128507e+23,1.602253538683681e+23,1.252807390547877e+23,4.136742760035759e+46,1.602253538683681e+23,2.033898414384494e+23
820,821,5.338634939863145e+21,1.394219832280961e+24,3.300894153335034e+23,3.058825126664735e+23,2.0252313367036936e+47,3.300894153335034e+23,4.5002570334411944e+23
821,822,7.229241807259198e+21,1.1666941713613885e+24,2.582093901927313e+23,2.317478599963106e+23,1.2037915979657172e+47,2.582093901927313e+23,3.469569999244456e+23
822,823,2.575573305504923e+21,6.584609081641172e+23,1.7608383743381112e+23,1.653500319068858e+23,5.8346150857025e+46,1.7608383743381112e+23,2.4154947910733527e+23
